Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
26.201.008801.2020,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,23/09/2020,AQUISIÇÃO DE PROTÓTIPOS DE BALIZAS,08.103.118/0001-57 - QUALIFIBRA INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE FIBRAS LTDA,"46.550,00",
25.000.708533.2020,SECRETARIA DE ESTADO DA SAÚDE,24/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TRIMETAZIDINA 35 MG) E CREME DE BARREIRA ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.998,96",
25.213.000748.2020R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,24/09/2020,AQUISIÇÃO DE ÁLCOOL A 70% PARA ALA COVID-19.,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"14.580,00",
25.000.1109607.2020R1,SECRETARIA DE ESTADO DA SAÚDE,25/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RISPERIDONA 1MG/ML) ,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"18.000,00",
25.203.001462.2020,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,28/09/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,04.462.687/0001-38 - CHRISTIANNY MAROJA,"427.693,45",
25.203.001525.2020,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,28/09/2020,CONTRATAÇÃO EMERG. DE EMPRESA ESPE. EM MANUT. PREV. E CORRE. DE EQUIP. E MÁQ. DE LAVANDERIA HOSP.,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"45.000,00",
25.213.000844.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,28/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EXAMES LABORATORIAIS PARA ALA COVID-19.,09.199.878/0001-72 - LACIL - LABORATORIO DE ANALISES CLINICAS DR. ISAAC LORDAO LTDA,"65.459,50",
25.000.1109611.2020,SECRETARIA DE ESTADO DA SAÚDE,29/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 1200MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"4.507,20",
25.239.000773.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2020,NUTRIÇÃO HORTIFRÚTI,03.160.525/0001-82 - NORT FRUT EIRELI,"70.741,60",
25.239.000775.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2020,PRODUTO DE LIMPEZA,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"20.438,70",
25.213.000849.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,30/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM IMPRESSORAS MULTIFUNCIONAIS E MONOCROMÁTICAS,14.745.112/0001-86 - INFOPRINTER COMERCIO E SERVIÇOS LTDA - CNPJ,"38.016,00",
25.239.000782.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,30/09/2020,AQUISIÇÃO DE EQUIPAMENTOS DE COMBATE A INCENDIO,12.927.760/0001-28 - ASTECÊNCIO - COMÉRCIO DE EQUIPAMENTOS CONTRA INCÊNDIO LTDA,"6.216,50",
30.000.099850.2020,ENCARGOS GERAIS DO ESTADO,30/09/2020,1º ADITIVO AO CONTRATO 18/2020 - CASA DE SAÚDE DR. FRANCISCO BRASILEIRO,181.062.344-87 - ISOLDA AGRA CARIRI CAETANO,"300.000,00",
25.000.809602.2020,SECRETARIA DE ESTADO DA SAÚDE,01/10/2020,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL ,17.733.261/0001-13 - WMC TECNOLOGIA EM SAUDE IMPORTACAO E EXPORTACAO LTDA,"111.000,00",
25.220.000123.2020,SES/HOSPITAL DISTRITAL DE POMBAL,01/10/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CARNES) PARA ALA COVID-19,07.803.245/0001-04 - FRIGORIFICO SAO FRANCISCO EIRELI,"45.023,00",
21.204.000258.2020,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,02/10/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"4.800,00",
21.204.000275.2020,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,02/10/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS POSTAIS.,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,"120.000,00",
25.000.2108515.2020,SECRETARIA DE ESTADO DA SAÚDE,02/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","748,80",
25.000.2109541.2020,SECRETARIA DE ESTADO DA SAÚDE,02/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"198.250,00",
20.000.122726.2020,SECRETARIA DE ESTADO DA FAZENDA,05/10/2020,"SERVIÇOS DE CONFECÇÃO DE BARREIRAS ANTIVIRAIS, EM ACRÍLICO",41.122.714/0001-50 - IVANILDO MOREIRA PALITO-ME,"23.750,00",
25.000.1109613.2020,SECRETARIA DE ESTADO DA SAÚDE,05/10/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RIOCIGUATE 2,5MG)",18.459.628/0097-67 - BAYER S.A.,"184.537,92",
25.000.2004546.2020,SECRETARIA DE ESTADO DA SAÚDE,05/10/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA REALIZAÇÃO  ,17.332.175/0001-07 - VIA DIAGNOSTICO LTDA,"550,00",
25.000.2109540.2020,SECRETARIA DE ESTADO DA SAÚDE,05/10/2020,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (PÓ ISENTO DE FANILAMINA COM PROTEÍNAS,29.329.985/0001-85 - CENUTRI COMERCIO E SERVICOS DE NUTRICAO LTDA,"80.000,00",
25.000.2309540.2020,SECRETARIA DE ESTADO DA SAÚDE,05/10/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LIRAGLUTIDA 6,0MG/ML) ",04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"16.120,08",
25.000.708534.2020,SECRETARIA DE ESTADO DA SAÚDE,05/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ESPIRONOLACTONA 100MG) ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","232,20",
25.213.000851.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,05/10/2020,AQUISIÇÃO DE MATERIAIS DE HIGIENE GERAL/PESSOAL PARA A ALA COVID-19.,27.543.994/0001-49 - EMANUELLA DE ASEVEDO ANDRADE,"49.048,86",
25.220.000124.2020,SES/HOSPITAL DISTRITAL DE POMBAL,05/10/2020,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS PARA USO EM REFEIÇÕES DA ALA COVID-19.,19.164.442/0001-00 - WESLEY EMANUEL SOARES NOGUEIRA,"47.180,00",
25.239.000790.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,05/10/2020,MATERIAL HOSPITALAR,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","63.355,04",
25.215.000104.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,06/10/2020,AQUISIÇÃO DE INSUMOS DA NUTRIÇÃO PARENTERAL,03.149.182/0001-55 - CLINUTRI LTDA.,"184.140,00",
25.215.000106.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,06/10/2020,AQUISIÇÃO DE MATERIAL MÉDICO - SONDAS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"83.111,50",
30.000.099990.2020,ENCARGOS GERAIS DO ESTADO,06/10/2020,1º ADITIVO AO CONTRATO 19/2020 - LABORATÓRIO CENTRAL DE SAÚDE PÚBLICA - LACEN,567.794.884-53 - LUIZ MARCELO DE VASCONCELOS CASTRO,"168.000,00",
25.000.1109608.2020,SECRETARIA DE ESTADO DA SAÚDE,07/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"5.244,96",
25.215.000107.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,07/10/2020,AQUISIÇÃO DE MATERIAL MÉDICO SANEANTES,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"89.310,35",
25.215.000108.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,07/10/2020,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DE ALTO CUSTO,00.304.559/0003-77 - HUNTER CIENTÍFICA COMERCIAL E SERVIÇOS LTDA -,"503.841,85",
25.215.000109.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,07/10/2020,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DE OPME,00.304.559/0003-77 - HUNTER CIENTÍFICA COMERCIAL E SERVIÇOS LTDA -,"475.083,55",
25.239.000794.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,07/10/2020,MATERIAL HOSPITALAR,"08.713.023/0001-55 - ENDOSURGICAL COM., REPRESENTAÇÃO, IMP. E EXPOR DE MATERIAIS E EQUIP. MÉDICOS ODONTO. LTDA","14.152,70",
25.240.001700.2020,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,07/10/2020,CONTRATAÇÃO PARA SERVIÇO DE FORNECIMENTO DE LINK DE INTERNET DESTINADO AO COMBATE DO COVID-19,11.080.674/0001-60 - FPS INTERNET,"5.560,00",
30.000.066692.2020,ENCARGOS GERAIS DO ESTADO,07/10/2020,LOCAÇÃO DE IMÓVEL EEEFM MANOEL MANGUEIRA LIMA (ANEXO) EM CAJAZEIRAS,007.913.254-58 - CILI ROLIM CARTAXO,"30.000,00",
25.220.000130.2020,SES/HOSPITAL DISTRITAL DE POMBAL,08/10/2020,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR DIVERSOS (INSUMOS DESCARTÁVEIS) PARA ALA COVID-19,10.719.048/0001-08 - RITA DE ANDRADE VIEIRA,"45.841,14",
25.220.000132.2020,SES/HOSPITAL DISTRITAL DE POMBAL,08/10/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PÃES E BOLOS) PARA ALA COVID-19,08.297.855/0001-38 - PANIFICADORA BOMSUCESSO LTDA,"6.505,00",
25.000.2509581.2020,SECRETARIA DE ESTADO DA SAÚDE,09/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG) ,43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,"80.305,20",
25.220.000126.2020,SES/HOSPITAL DISTRITAL DE POMBAL,09/10/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA USO EM REFEIÇÕES DA ALA COVID-19.,19.164.442/0001-00 - WESLEY EMANUEL SOARES NOGUEIRA,"49.737,50",
25.220.000133.2020,SES/HOSPITAL DISTRITAL DE POMBAL,09/10/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO E LIMPEZA PROFISSIONAL PARA ALA COVID-19,08.856.937/0001-75 - ADEMILTON NOGUEIRA - ME,"49.850,00",
25.234.000040.2020,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,09/10/2020,AQUISIÇÃO DE MEIO DE CULTURA PARA O SETOR DE BACTERIOLOGIA.,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"88.574,59",
25.239.000801.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,09/10/2020,AQUISIÇÃO DE MEDICAMENTOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"46.563,00",
25.239.000803.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,09/10/2020,MATERIAL HOSPITALAR OPME,07.395.985/0001-40 - POTENGY COMERCIO E REP.DE PRODUTOS HOSPITALARES LTDA.,"36.000,00",
25.000.2909532.2020,SECRETARIA DE ESTADO DA SAÚDE,13/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PEMBROLIZUMABE 100MG/4ML) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"224.733,06",
25.239.000804.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/10/2020,MATERIAL HOSPITALAR OPME,19.039.290/0001-05 - DINAMICA,"1.700,00",
25.000.2309545.2020,SECRETARIA DE ESTADO DA SAÚDE,14/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"1.793,40",
25.000.510532.2020,SECRETARIA DE ESTADO DA SAÚDE,14/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ICATIBANTO 30MG/SERINGA PREENCHIDA 03ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"16.813,86",
25.215.000111.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,14/10/2020,AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL,27.136.199/0001-36 - RAVD COMERCIO E MULTI UTILIDADES EIRELI,"77.230,84",
30.000.040197.2020,ENCARGOS GERAIS DO ESTADO,14/10/2020,LOCAÇÃO DE IMÓVEL SEDE DO PROGRAMA DE ARTESANATO DA PARAÍBA EM JOÃO PESSOA,112.459.994-00 - MARIA DAS GRACAS TOSCANO SILVA,"10.920,00",
30.000.410221.2020,ENCARGOS GERAIS DO ESTADO,14/10/2020,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM SÃO JOÃO DO CARIRI,386.687.184-87 - MARIA DO SOCORRO CORDEIRO RAMOS,"14.400,00",
25.000.1809632.2020,SECRETARIA DE ESTADO DA SAÚDE,15/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"4.118,40",
25.000.2509583.2020,SECRETARIA DE ESTADO DA SAÚDE,15/10/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARGINA 100 UI/ML, REFIL 03 ML)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"2.625.600,00",
25.000.2509590.2020,SECRETARIA DE ESTADO DA SAÚDE,15/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PEMBROLIZUMABE 100MG/4ML) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"224.733,06",
25.000.2509592.2020,SECRETARIA DE ESTADO DA SAÚDE,16/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AVELUMABE 20MG/ML FA 200 MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"287.548,20",
25.220.000144.2020,SES/HOSPITAL DISTRITAL DE POMBAL,16/10/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO E LIMPEZA LINHA COMUM PARA ALA COVID-19,08.856.937/0001-75 - ADEMILTON NOGUEIRA - ME,"48.975,00",
25.239.000808.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,16/10/2020,MATERIAL PARA CME,02.975.570/0001-22 - DIET FOOD NUTRIÇÃO LTDA,"3.728,00",
25.239.000810.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,16/10/2020,MATERIAL HOSPITALAR OPME,27.816.265/0001-19 - SURGICALMED COMERCIO DE PRODUTOS MEDICOS HOSPITALARES EIRELI,"52.300,00",
31.000.001667.2020,"SECRETARIA DE ESTADO DA INFRAESTRUTURA, DOS RECURSOS HÍDRICOS E DO MEIO AMBIENTE",16/10/2020,CONTRATAÇÃO DA 2ª COLOCADA DA LICITAÇÃO PARA EXEC. DAS OBRAS DE RECUP. DOS SIST. DE ABAST.DE ÁGUAS ,02.735.064/0001-66 - HYDROGEO PROJETOS E SERVICOS LTDA,"3.985.405,91",
25.234.000043.2020,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,17/10/2020,AQUISIÇÃO DE INSUMOS PARA O NÚCLEO DE PRODUTOS E MEIO AMBIENTE - NUPMA,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"114.120,00",
25.000.2509582.2020,SECRETARIA DE ESTADO DA SAÚDE,19/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"233.056,32",
25.000.2909526.2020,SECRETARIA DE ESTADO DA SAÚDE,19/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PALBOCICLIBE 125MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"94.174,08",
25.239.000814.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/10/2020,MATERIAL HOSPITALAR,22.465.640/0001-00 - MJ  COMERCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA - ME,"14.783,36",
25.239.000815.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/10/2020,MATERIAL HOSPITALAR,21.596.736/0001-44 - ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,"13.770,88",
25.239.000816.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/10/2020,MATERIAL HOSPITALAR,26.436.406/0001-05 - CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,"55.275,60",
25.239.000819.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/10/2020,MATERIAL HOSPITALAR OPME,07.395.985/0001-40 - POTENGY COMERCIO E REP.DE PRODUTOS HOSPITALARES LTDA.,"26.950,00",
30.000.026261.2020,ENCARGOS GERAIS DO ESTADO,19/10/2020,MANUTENÇÃO PREVENTIVA E CORRETIVA EM PISOS,10.903.331/0001-95 - FRANCISCO FREIRE NETO JUNIOR,"4.400,00",
24.000.004520.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,20/10/2020,CARNES,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA,"3.290.024,50",
25.000.1704501.2020,SECRETARIA DE ESTADO DA SAÚDE,20/10/2020,LOCAÇÃO EMERGENCIAL DE AMBULÂNCIAS TIPO B E D ,14.016.550/0001-03 - C.A.P SERVIÇOS MÉDICOS,"715.200,00",
25.000.210555.2020,SECRETARIA DE ESTADO DA SAÚDE,20/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"66.567,84",
25.000.110587.2020,SECRETARIA DE ESTADO DA SAÚDE,21/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG F/A),56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"21.000,72",
25.000.2509589.2020,SECRETARIA DE ESTADO DA SAÚDE,21/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"42.001,44",
11.000.000747.2020,CONTROLADORIA GERAL DO ESTADO,22/10/2020,SER. DE HOSPEDAGEM DE SISTEMAS,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"24.000,00",
25.000.710575.2020,SECRETARIA DE ESTADO DA SAÚDE,22/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.994.502/0027-79 - NOVARTIS BIOCIENCIAS SA,"3.553,20",
25.216.001593.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,22/10/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA SUPRIR NECESSIDADE DO HETCG POR 30 DIAS,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"62.540,10",
25.239.000820.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,22/10/2020,AQUISIÇÃO DE COLCHÃO PNEUMATICO,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"12.000,00",
25.240.001165.2020,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,22/10/2020,AQUISIÇÃO DE MEDICAMENTOS DESTINADO AO COMBATE DO COVID-19.,02.977.362/0001-62 - A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,"22.507,80",
31.202.001969.2020,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,22/10/2020,MANUTENÇÃO DA ESCOLA EEEFM DEP. LEVI OLIMPIO FERREIRA SÃO BENTINHO/PB,03.693.340/0001-33 - 3M CONSTRUCOES LTDA,"22.646,46",
31.202.002035.2020,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,22/10/2020,"MANUTENÇÃO DA ESCOLA EEEFM DR. ANTONIO F . MEDEIROS, EM MALTA/PB",03.693.340/0001-33 - 3M CONSTRUCOES LTDA,"24.572,11",
25.000.1808552.2020,SECRETARIA DE ESTADO DA SAÚDE,23/10/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE EIRELI,"221.338,74",
25.000.2509593.2020,SECRETARIA DE ESTADO DA SAÚDE,23/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"938,00",
25.239.000823.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/10/2020,MATERIAL HOSPITALAR OPME,06.204.103/0001-50 - R S DOS SANTOS COMERCIO EIRELLI,"18.149,12",
16.102.062020.2020,"PROJETO DE DESENVOLVIMENTO SUSTENTÁVEL DO CARIRI, SERIDÓ E CURIMATAÚ",26/10/2020,AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI),18.044.711/0001-23 - ANTONIO A AMARAL JUNIOR ME,"216.331,90",
25.000.3108554.2020,SECRETARIA DE ESTADO DA SAÚDE,26/10/2020,AQUISIÇÃO EMERGENCIAL DE PRESERVATIVOS,26.436.406/0001-05 - CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,"191.920,00",
24.000.003583.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,27/10/2020,FARINHA DE TRIGO E FERMENTO BIOLÓGICO SECO,21.391.428/0001-82 - COROA COMERCIO E FRACIONAMENTO DE CEREAIS LTDA EPP,"700.273,28",
25.000.2309544.2020,SECRETARIA DE ESTADO DA SAÚDE,27/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"1.038,80",
25.000.710580.2020,SECRETARIA DE ESTADO DA SAÚDE,27/10/2020,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (INFATRINI 400GR) ,29.329.985/0001-85 - CENUTRI COMERCIO E SERVICOS DE NUTRICAO LTDA,"2.997,36",
27.000.003798.2020,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,27/10/2020,CONTRATAÇÃO EMERGENCIAL RESTAURANTE POPULAR DE SOUSA  PARA ATENDER AS FAMÍLIAS  EM VULNERABILIDADE SOCIAL ,04.268.760/0001-35 - NAVE COMERCIO E SERVIÇOS LTDA,"273.900,00",
30.000.258915.2020,ENCARGOS GERAIS DO ESTADO,27/10/2020,LOCAÇÃO DE IMÓVEL SERVIÇO DE ARQ. MÉDICO E ESTATÍSTICO DO HOSP. PM EDSON RAMALHO,05.891.441/0001-44 - F & C PARTICIPACOES E ADMINISTRACAO LTDA,"31.560,00",
25.000.510526.2020,SECRETARIA DE ESTADO DA SAÚDE,29/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (PIRIDOSTIGMINA 60 MG E TOPIRAMATO 50 MG COMP) ,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"79.200,00",
25.239.000825.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/10/2020,SUPRIMENTO DE INFORMATICA,31.661.830/0001-93 - LAVOLI TI SOLUTIONS LTDA,"9.266,80",
25.000.302501.2020R1,SECRETARIA DE ESTADO DA SAÚDE,30/10/2020,LOCAÇÃO EMERGENCIAL DE VEÍCULOS TIPO VAN ADAPTADOS,17.165.013/0001-13 - LIDER  SERVIÇOS DE LOCAÇÃO DE VEÍCULOS EIRELI,"220.800,00",
25.000.1910611.2020,SECRETARIA DE ESTADO DA SAÚDE,03/11/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENOXAPARINA SÓDICA 40MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"3.861,00",
25.000.2509547.2020,SECRETARIA DE ESTADO DA SAÚDE,03/11/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"332.355,00",
30.000.258541.2020,ENCARGOS GERAIS DO ESTADO,03/11/2020,LOCAÇÃO DE IMÓVEL CENTRO DE ABASTECIMENTO FARMACÊUTICO DO HOSP. DA PM GENERAL EDSON RAMALHO,05.891.441/0001-44 - F & C PARTICIPACOES E ADMINISTRACAO LTDA,"23.940,00",
25.000.1910609.2020,SECRETARIA DE ESTADO DA SAÚDE,04/11/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"78.298,92",
25.000.510529.2020,SECRETARIA DE ESTADO DA SAÚDE,05/11/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"435,60",
25.206.000529.2020,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,05/11/2020,AQUISIÇÃO DE CARNES,21.778.760/0001-02 - JF CARNES E FRIOS COMERCIO EIRELI,"177.938,00",
30.000.022075.2020,ENCARGOS GERAIS DO ESTADO,05/11/2020,LOCAÇÃO DE IMÓVEL GABINETE DA VICE-GOVERNADORIA,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"64.020,00",
