Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
30.000.006274.2021,ENCARGOS GERAIS DO ESTADO,13/09/2021,LOCAÇÃO DE IMÓVEL EEEFM CARLOTA BARREIRA EM AREIA,181.868.236-20 - JOSÉ NICODEMOS RODRIGUES DE SOUSA,"10.000,00"
25.240.000185.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,14/09/2021,AQUISIÇÃO DE MEDICAMENTOS DESTINADO AO COMBATE AO COVID-19.,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","3.980.675,89"
25.000.000951.2021,SECRETARIA DE ESTADO DA SAÚDE,15/09/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA ACETATO, 0,05MG) ",04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"10.735,20"
25.000.1608513.2021,SECRETARIA DE ESTADO DA SAÚDE,15/09/2021,AQUISIÇÃO EMERGENCIAL DE MATERIAL HOSPITALAR (TUBOS PARA COLETA) ,71.957.310/0001-47 - GREINER BIO-OME BRASIL PROD.MED.HOSPITALARES LTDA,"134.500,00"
25.205.012043.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,15/09/2021,AQUISIÇÃO DE GASES MEDICINAIS COM COMODATO DE TANQUES E CILINDROS.,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"941.300,00"
25.215.000118.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,15/09/2021,SERVIÇO DE OUTSOURCING DE IMPRESSÃO,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"103.270,80"
25.000.000654.2021,SECRETARIA DE ESTADO DA SAÚDE,16/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","323.520,80"
25.234.000035.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,16/09/2021,AQUISIÇÃO DE INSUMOS LABORATORIAIS,31.059.333/0001-10 - CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,"117.085,10"
25.000.000975.2021,SECRETARIA DE ESTADO DA SAÚDE,17/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"945,00"
25.215.000148.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,17/09/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR - FIOS CIRÚRGICOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"19.174,19"
25.215.000145.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/09/2021,AQUISIÇÃO DE OPME EXTRA SUS PARA ORTOPEDIA,39.825.198/0001-88 - ORTHOVIDA MATERIAIS CIRURGICOS E HOSPITALARES LTDA,"1.446.240,00"
25.000.001127.2021,SECRETARIA DE ESTADO DA SAÚDE,20/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (DUPILUMABE 200MG E DUPILUMABE 300MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"88.445,28"
25.000.001144.2021,SECRETARIA DE ESTADO DA SAÚDE,20/09/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (NEOCATE LCP) ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"17.100,00"
25.215.000151.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/09/2021,AQUISIÇÃO DE EQUIPOS PARA BOMBA DE INFUSÃO,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"306.000,00"
25.215.000152.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/09/2021,CARNES E ASSEMELHADOS,26.290.355/0001-56 - LUCIELMA MARIA OLIVEIRA DA SILVA - EPP,"2.478.190,74"
25.237.000248.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),20/09/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EM SERVIÇO DE VÍDEO MONITORAMENTO,24.987.472/0001-48 - FORTCON SERVIÇOS DE SEGURANÇA ELETRÔNICA LTDA,"16.196,66"
25.000.000655.2021,SECRETARIA DE ESTADO DA SAÚDE,21/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"42.239,70"
25.000.000742.2021,SECRETARIA DE ESTADO DA SAÚDE,21/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RIVAROXABANA 20 MG) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"740,88"
25.000.001089.2021,SECRETARIA DE ESTADO DA SAÚDE,21/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MONOSSIALOGANGLIOSIDEO SÓDICO GM-1100MG/5ML OU 20MG/1ML) ,09.137.934/0002-25 - NORDICA DISTRIBUIDORA HOSPITALAR LTDA,"16.587,90"
25.205.012048.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,21/09/2021,AQUISIÇÃO DE CARNES E ASSEMELHADOS,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA,"392.586,20"
25.000.001143.2021,SECRETARIA DE ESTADO DA SAÚDE,22/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CRIZOTINIBE 250MG) ,43.208.384/0001-45 - PARAGON FARMACÊUTICA LTDA,"102.999,60"
25.205.012054.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/09/2021,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"428.205,95"
25.215.000147.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,22/09/2021,AQUISIÇÃO DE MATERIAL PERFUROCORTANTE,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","559.377,50"
24.000.002105.2021,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,23/09/2021,SERVIÇO DE FORNECIMENTO DE ÁGUA POR CARRO-PIPA.,08.963.146/0001-44 - VERALUCIA ROCHA LIRA ELIAS,"782.174,00"
25.000.001188.2021,SECRETARIA DE ESTADO DA SAÚDE,23/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"6.082,10"
25.000.2105567.2021,SECRETARIA DE ESTADO DA SAÚDE,23/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MONTELUCASTE SÓDICO 10MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"81,00"
25.240.000192.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,23/09/2021,AQUISIÇÃO DE MATERIAL MÉDICO-HOSPITALAR - EPI S.,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI - ME,"259.818,50"
15.000.000515.2021,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,24/09/2021,REFORMA E CORREÇÃO NAS INSTALAÇÕES HIDROSSANITÁRIAS E REVISÃO DO TELHADO DO MUSEU DA PMPB,31.332.593/0001-17 - IDSET SERVIÇOS E CONSTRUÇÕES EIRELI,"60.280,50"
25.220.000334.2021,SES/HOSPITAL DISTRITAL DE POMBAL,24/09/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DIVERSOS PARA O HRPSRC,10.719.048/0001-08 - RITA DE ANDRADE VIEIRA,"343.563,20"
25.240.000195.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/09/2021,SERVIÇO DE ANÁLISES CLINICAS DESTINADO AO COMBATE AO COVID-19.,04.938.960/0001-58 - RM LABORATORIO CLINICO LTDA ME,"2.289.986,40"
25.240.000196.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/09/2021,LOCAÇÃO DE INSTRUMENTAL PARA CENTRO CIRÚRGICO.,18.836.913/0001-08 - CIRURTECH COMÉRCIO E MANUTENÇÃO DE MATERIAIS CIRÚRGICOS LTDA - ME,"166.550,84"
25.240.000197.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/09/2021,SERVIÇO DE ESTERILIZAÇÃO DESTINADO AO COMBATE AO COVID-19.,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA EPP,"472.795,20"
25.000.000656.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 300MG) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"82.128,00"
25.000.000703.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"693,00"
25.000.000974.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG) PARA ATENDER DEMANDAS JUDICAIS ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"44.044,80"
25.000.001190.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,81.887.838/0011-12 - PROFARMA SPECIALTY S.A,"14.758,00"
25.000.001231.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 1000MG),81.887.838/0011-12 - PROFARMA SPECIALTY S.A,"13.115,20"
25.000.001238.2021,SECRETARIA DE ESTADO DA SAÚDE,27/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ATORVASTATINA 20MG) ,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"98.723,70"
25.203.000443.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/09/2021,EMERGENCIAL DE NUTRIÇÃO PARENTERAL PARA PEDIATRIA,03.149.182/0001-55 - CLINUTRI LTDA.,"70.000,00"
25.237.000255.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),27/09/2021,CONTRATAÇÃO DE SERVIÇO DE APARELHO DE ULTRASSONOGRAFIA,10.485.989/0001-25 - VESCIA MARIA FERNANDES DUARTE EIRELI,"27.700,00"
25.242.000001.2021,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,27/09/2021,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,16.528.359/0001-76 - ANTONIO FIRMINO DOS SANTOS - ME,"14.469,18"
31.202.4662021.2021,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,27/09/2021,"CONTRATAÇÃO DE EMPRESA PARA PROJETAR A CONTENÇÃO DA FUGA DE MATERIAIS DO CAIS PORTO, EM CABEDELO/PB",09.139.767/0001-70 - ESCALA ESCRITORIO DE CALCULOS ESTRUTURAIS LTDA,"391.150,00"
25.000.001061.2021,SECRETARIA DE ESTADO DA SAÚDE,28/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS PARA ATENDER DEMANDAS JUDICIAIS,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"7.036,40"
25.237.000252.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),28/09/2021,SOLICITAÇÃO DE SERVIÇO PARA REALIZAÇÃO DE TESTES PARA GASOMETRIA,11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,"38.400,00"
25.242.000002.2021,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,28/09/2021,CONTRATAÇÃO DE EMP. ESP. EM MANUTENÇÃO DE AUTOCLAVE,26.649.698/0001-64 - ERICA KELLY CARVALHO DE LIMA,"1.200,00"
15.000.000038.2021,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,29/09/2021,ALIMENTAÇÃO PARA SEMOVENTES DA PMPB,06.049.929/0001-91 - ATACADAO DO CRIADOR - COM.IND. AGROPECUARIA E TRANSPORTES LTDA,"353.995,00"
20.000.169306.2021,SECRETARIA DE ESTADO DA FAZENDA,29/09/2021, SERVIÇO DE CONFECÇÃO DE BARREIRAS ANTIVIRAIS ,07.220.883/0001-94 - JUSSARA NEVES DE FREITAS NAZION,"27.390,00"
25.000.001177.2021,SECRETARIA DE ESTADO DA SAÚDE,29/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RALOXIFENO 60MG),26.921.908/0001-21 - HOSPFAR IND.E COM.DE PROD.HOSPITALARES LTDA,"423.535,20"
25.239.000361.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2021,AQUISICAO DE MEDICAMENTOS,90.108.283/0001-82 - CONTATI COMERCIO E REPRESENTAÇÕES LTDA,"61.050,00"
25.239.000362.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2021,AQUISICAO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"9.436,90"
25.239.000363.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2021,AQUISICAO DE MEDICAMENTOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"301.020,00"
25.240.000193.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,29/09/2021,AQUISIÇÃO DE SANEANTES DESTINADO AO COMBATE AO COVID-19. ,38.308.355/0001-15 - M&M COMERCIO VAREJISTA DE SANEANTES EIRELI,"236.145,00"
25.240.000198.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,29/09/2021,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE DE GASES DESTINADO AO COMBATE AO COVID-19. ,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"191.845,20"
25.000.000657.2021,SECRETARIA DE ESTADO DA SAÚDE,30/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (GABAPENTINA 300MG),15.145.035/0001-96 - RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA,"82.761,00"
25.000.001219.2021,SECRETARIA DE ESTADO DA SAÚDE,30/09/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (RIVAROXABANA DE 15MG E DE 20MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"2.955,68"
25.000.000533.2021,SECRETARIA DE ESTADO DA SAÚDE,1/10/2021,AQUISIÇÃO EMERGENCIAL DE CURATIVOS BIOLÓGICOS E MEDICAMENTOS DIVERSOS,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"196.686,60"
25.000.001090.2021,SECRETARIA DE ESTADO DA SAÚDE,1/10/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (PEDIASURE 400G) ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"1.554,00"
25.000.001141.2021,SECRETARIA DE ESTADO DA SAÚDE,1/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PALIPERIDONA 100MGML) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"21.595,80"
25.000.001191.2021,SECRETARIA DE ESTADO DA SAÚDE,1/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 500MG),81.887.838/0011-12 - PROFARMA SPECIALTY S.A,"32.178,00"
25.213.000799.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,1/10/2021,AQUISIÇÃO DE GÁS LIQUEFEITO.,03.434.985/0001-51 - MANOEL ALCINDO DE ANDRADE,"59.300,00"
25.234.000036.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,1/10/2021,AQUISIÇÃO DE KIT DE HEMAGLUTINAÇÃO PARA DIAGNÓSTICO DA DOENÇA DE CHAGAS,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"873,60"
25.240.000199.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,1/10/2021,LOCAÇÃO DE USINA DE GASES MEDICINAIS COM FORNECIMENTO DESTINADO AO COMBATE AO COVID-19.,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"2.223.300,00"
25.240.000200.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,1/10/2021,AQUISIÇÃO DE ÁGUA MINERAL DESTINADO AO COMBATE AO COVID-19. ,03.977.181/0001-07 - PLATINA MINERAL LTDA,"16.250,00"
25.000.001088.2021,SECRETARIA DE ESTADO DA SAÚDE,4/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TESTOSTERONA, SAL UNDECILATO 250MG/ML) ",11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"1.563,48"
25.000.001226.2021,SECRETARIA DE ESTADO DA SAÚDE,4/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TEMOZOLOMIDA 100MG),81.887.838/0011-12 - PROFARMA SPECIALTY S.A,"83.712,50"
25.000.001285.2021,SECRETARIA DE ESTADO DA SAÚDE,4/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LIRAGLUTIDA 6,0 MG/ML) ",04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"6.078,96"
25.000.001297.2021,SECRETARIA DE ESTADO DA SAÚDE,4/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA LAR 30MG),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLÓGICOS LTDA,"34.903,38"
25.203.001592.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,4/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECI. EM LOCAÇÃO E INSTALAÇÃO DE USINA DE GASES MEDICINAIS,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"877.240,00"
25.000.001213.2021,SECRETARIA DE ESTADO DA SAÚDE,5/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ALFAEPOETINA HUMANA RECOMBINANTE 4.000UI),11.367.967/0001-22 - CERTA MEDICAMENTOS COMERCIAL LTDA,"7.488,00"
25.234.000037.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,5/10/2021,AQUISIÇÃO DE TESTES PARA DETECÇÃO DE HEMOGLOBINAS ,04.040.450/0001-69 - NORDE-LAB COM.E REPRESENTACOES LTDA,"480.000,00"
25.000.001174.2021,SECRETARIA DE ESTADO DA SAÚDE,6/10/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (ALFARÉ 400 G) ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"8.940,00"
25.203.001586.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,6/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM LIMPEZA E HIGIENIZAÇÃO HOSPITALAR,04.427.309/0001-13 - ALERTA SERVIÇOS EIRELI - ME,"1.167.201,00"
25.216.001719.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,6/10/2021,AQUISIÇÃO DE ENXOVAL CIRÚRGICO E TECIDOS HOSPITALARES EM CARATER EMERGENCIAL,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,"292.069,05"
30.000.449012.2021,ENCARGOS GERAIS DO ESTADO,6/10/2021,LOCAÇÃO DE IMÓVEL 4º BATALHÃO DE POLÍCIA MILITAR EM PIRPIRITUBA,237.200.424-72 - DALZISA CASTRO SIMÕES,"500,00"
25.000.001178.2021,SECRETARIA DE ESTADO DA SAÚDE,7/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.994.502/0027-79 - NOVARTIS BIOCIENCIAS SA,"27.724,20"
25.216.001742.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,7/10/2021,CONTRATAÇÃO DE EMPRESA ESP. EM MANUTENÇÃO PREV.E.CORRETIVA EM CAMA HOSPITALAR ELETRICA - EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"322.500,00"
27.000.005877.2021,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,7/10/2021,CONTRATAÇÃO EMERGENCIAL PARA CONTINUIDADE DA EXECUÇÃO DO PROGRAMA CARTÃO ALIMENTAÇÃO,12.231.378/0001-85 - I.T. INFORMATION TECHNOLOGY COMÉRCIO E SERVIÇOS DE INFORMÁTICA LTDA,"2.546.440,00"
30.000.003879.2021,ENCARGOS GERAIS DO ESTADO,7/10/2021,LOCAÇÃO DE IMÓVEL DESTACAMENTO DA POLÍCIA MILITAR EM SÃO MAMEDE,026.714.994-85 - CLEDIJANE ALVES MEDEIROS,"950,00"
25.215.000161.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,8/10/2021,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"1.712.712,20"
25.000.001176.2021,SECRETARIA DE ESTADO DA SAÚDE,13/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (BOSENTANA DE 62,5MG E DE 125MG)",11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"57.304,00"
25.000.001261.2021,SECRETARIA DE ESTADO DA SAÚDE,13/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (GOSSERRELINA DE 10,8MG E DE 3,6MG)",60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"1.566.641,77"
25.215.000173.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,13/10/2021,LEITES E DERIVADOS,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"156.053,40"
25.216.001758.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/10/2021,AQUISIÇÃO DE ÁGUA MINERAL EM CARATER EMERGENCIAL 180 DIAS,32.515.669/0001-02 - RENATA LIDIA RODRIGUES,"75.400,00"
25.216.001759.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/10/2021,CONTRATAÇÃO DE MANUTENÇÃO PREV E CORRETIVA EM EQUIP. ELETRICOS COIFAS EM CARATER EMERGENCIAL ,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"48.000,00"
21.204.001536.2021,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,14/10/2021,"AQUISIÇÃO DE APARELHOS CONDICIONADORES DE AR, COM INSTALAÇÃO.",08.238.974/0001-10 - CAMPOS REFRIGERAÇÃO LTDA,"83.650,00"
25.000.001225.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DENOSUMABE 120MG, SOLUÇÃO INJETÁVEL)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"7.632,48"
25.000.001363.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MICOFENOLATO DE MOFETILA 500MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"67.536,00"
25.000.001365.2021,SECRETARIA DE ESTADO DA SAÚDE,14/10/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LAPATINIBE, SAL DITOSILATO)",04.307.650/0025-02 - ONCO PROD DIST. DE PROD. HOSP. E ONCOLÓGICOS LTDA,"37.075,50"
25.213.000814.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,14/10/2021,"AQUISIÇÃO DE MATERIAIS P/ CIRURGIAS ORTOPÉDICAS, C/ FORNECIM. DE ÓRTESES E PRÓTESES EM REG. COMODATO",41.249.434/0001-07 - PROSMED PRODUTOS MEDICOS COMERCIO LTDA,"492.607,07"
25.215.000150.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,15/10/2021,AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"901.927,73"
25.216.001789.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIP. RADIOLOGICOS EM CARATER EMERGENCIAL,19.692.519/0001-06 - DARIO RODRIGUES DA SILVA,"300.000,00"
25.216.001790.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR EM CARATER EMERGENCIAL - 60 DIAS,19.125.796/0001-37 - NORDMARKET COMERCIO DE PRODUTOS HOSPITALARES LTDA,"3.085.668,78"
25.216.001791.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERV. DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM BISTURIS ELETRICOS EM CARATER EMERGENCIAL,36.955.189/0001-13 - ALINE DE SOUZA BEZERRA FERREIRA EIRELI,"37.800,00"
25.216.001792.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/10/2021,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM SISTEMA DE VACUO EM CARATER EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"39.600,00"
25.000.001372.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"168.429,60"
25.000.001436.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20MG) ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"131.724,00"
25.000.001624.2021,SECRETARIA DE ESTADO DA SAÚDE,18/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"84.214,80"
