Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.000.011050.2023,SECRETARIA DE ESTADO DA SAÚDE,02/08/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00"
25.240.000350.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,02/08/2023,AQUISIÇÃO DE FILTROS DE ÁGUA,09.245.135/0001-91 - SOFRIO REFRIGERACOES LTDA,"3.690,00"
25.000.009808.2023,SECRETARIA DE ESTADO DA SAÚDE,03/08/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"2.700,00"
25.205.012604.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,03/08/2023,SERVIÇO DE MANUTENÇÃO EM BEBEDOUROS E ETC,27.861.108/0001-25 - ALPHA REFRIGERAÇÃO,"51.600,00"
29.000.000010.2023R1,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,03/08/2023,CONTRATAÇÃO DE SERVIÇO TÉCNICO PROFISSIONAL,18.956.132/0001-57 - RMB ESCRITÓRIOS VIRTUAIS E ATIVIDADES CONTÁBIL LTDA,"13.200,00"
21.901.000301.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,04/08/2023,AQUISIÇÃO DE BRINDES PERSONALIZADOS,26.758.661/0001-74 - WESLEY RAMOS NOBREGA,"7.392,00"
25.000.008627.2023,SECRETARIA DE ESTADO DA SAÚDE,04/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"906.111,00"
25.000.010999.2023,SECRETARIA DE ESTADO DA SAÚDE,04/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARGINA 100 UI/ML) ,04.752.991/0001-10 - BIOMM S/A,"2.812.500,00"
25.000.012688.2023,SECRETARIA DE ESTADO DA SAÚDE,04/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"543.306,54"
25.206.000439.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,04/08/2023,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,41.558.421/0001-10 - PROLIMP SOLUCOES COMERCIO E SERVICOS DE LIMPEZA E MANUTENCAO LTDA,"199.666,20"
25.206.000441.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,04/08/2023,AQUISIÇÃO DE DIETA PARENTERAL,03.149.182/0001-55 - CLINUTRI LTDA.,"226.140,00"
25.237.000266.2023,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),04/08/2023,CONTRATACAO DE  EMPRESA ESPECIALIZADA EM SERVICO DE REFRIGERACAO  SES-PRC-2023/14757,30.621.758/0001-08 - VINICIUS A R DE OLIVEIRA,"93.000,00"
25.240.000357.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,04/08/2023,SERVIÇO DE DOSIMETRIA,87.389.086/0001-74 - PRO-RAD CONSULTORES EM RADIOPROTECAO S/S LTDA,"25.200,00"
07.000.000552.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",07/08/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ALIMENTAÇÃO,45.711.812/0001-83 - DISTRIBUIDORA DE ALIMENTOS SÃO SEBASTIÃO,"5.250,00"
09.103.000021.2023,CASA MILITAR,07/08/2023,AQUISIÇÃO DE BOTTONS,19.804.618/0001-32 - JAIRO ANTONIO MALLMANN CONSULTORIA,"1.425,00"
21.000.000251.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,07/08/2023,SERVIÇO DE FILMAGEM E MINI DOCUMENTÁRIO - 37° SALÃO DO ARTESANATO PARAIBANO,23.702.131/0001-16 - AIRTON MARQUES TORRES DOS SANTOS - DIGITAL STUDIO,"31.500,00"
22.201.001263.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,07/08/2023,CONTRATAÇÃO DE ARTISTA OU CURADOR (A) ,Razão Social não encontrada,"14.000,00"
25.000.010512.2023,SECRETARIA DE ESTADO DA SAÚDE,07/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00"
25.000.010086.2023,SECRETARIA DE ESTADO DA SAÚDE,08/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"5.400,00"
25.000.010790.2023,SECRETARIA DE ESTADO DA SAÚDE,08/08/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"2.700,00"
25.206.000445.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/08/2023,AQUISIÇÃO DE EQUIPO PARA BOMBA DE INFUSÃO PARENTERAL,07.552.997/0002-12 - PROMEDICA - COMERCIO E ASSISTENCIA TECNICA MEDICA LTDA,"235.000,00"
25.213.000067.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,08/08/2023, AQUISIÇÃO DE EQUIPOS PARA BOMBAS DE  INFUSÃO COM  EQUIPAMENTOS EM REGIME DE COMODATO DISPENSA DE LICITAÇÃO- 120 (CENTO E VINTE) DIAS,58.426.628/0001-33 - SAMTRONIC IND.E COMERCIO LTDA,"162.900,00"
25.240.000372.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,08/08/2023,AQUISIÇÃO DE FIOS CIRÚRGICOS,Razão Social não encontrada,"343.564,44"
27.000.004883.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,08/08/2023,REFORMA DO IMÓVEL PARA IMPLANTAÇÃO DA NOVA SEDE DO SINE - CG,42.143.426/0001-44 - C3 CONSTRUCOES E INCORPORACOES,"106.231,85"
22.208.000046.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO FORMULÁRIO IMPRESSORA BRAILE,08.960.767/0001-74 - ASSOCIACAO PERNAMBUCANA DE CEGOS,"11.100,00"
22.208.000047.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO MATERIAL DE MANUTENÇÃO,Razão Social não encontrada,"38.736,41"
22.208.000049.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO MATERIAL DE INFORMÁTICA,Razão Social não encontrada,"32.072,00"
22.208.000050.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO EQUIPAMENTOS MÉDICOS,Razão Social não encontrada,"15.528,36"
22.208.000051.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO DE FARDAMENTOS,Razão Social não encontrada,"8.902,90"
22.208.000052.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,09/08/2023,AQUISIÇÃO PISO TÁTIL,44.182.729/0001-00 - WAT ACESSIBILIDADE LTDA,"7.830,00"
25.000.009921.2023,SECRETARIA DE ESTADO DA SAÚDE,09/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"10.800,00"
25.000.013489.2023,SECRETARIA DE ESTADO DA SAÚDE,09/08/2023,AQUISIÇÃO EMERGENCIAL DE THYMOGLOBULINE ,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"92.994,20"
26.000.000407.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,09/08/2023,MEDALHAS E LAUREAS,04.743.532/0001-70 - MARCIO SANDRO MALLET PEZARIM,"9.738.450,00"
26.201.020908.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,09/08/2023,CONTRATAÇÃO EMERGENCIAL DO SERVIÇO DE SEGURANÇA ELETRÔNICA POR VIDEOMONITORAMENTO,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"117.000,00"
13.000.000234.2023,PROCURADORIA GERAL DO ESTADO,10/08/2023,CONTRATAÇÃO DE AGENTE DE INTEGRAÇÃO DE ESTÁGIO,61.600.839/0001-55 - CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E,"789.750,00"
25.000.004032.2023,SECRETARIA DE ESTADO DA SAÚDE,10/08/2023, MEDICAMENTOS (NIVOLUMABE DE 04ML E DE 10ML) ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"3.806.324,00"
25.000.010767.2023,SECRETARIA DE ESTADO DA SAÚDE,10/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00"
25.000.011814.2023,SECRETARIA DE ESTADO DA SAÚDE,10/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"2.700,00"
25.206.000446.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/08/2023,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS,21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"128.977,00"
25.206.000447.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/08/2023,"AQUISIÇÃO DE MEDICAMENTOS (SISTEMA DIGESTÓRIO, RESPIRATÓRIO E ENDÓCRINO).",21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"81.283,40"
25.206.000448.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/08/2023,AQUISIÇÃO DE MEDICAMENTOS (SISTEMA NERVOSO),44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"173.917,80"
25.206.000449.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/08/2023,AQUISIÇÃO DE MEDICAMENTOS DIVERSOS,21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"93.867,00"
25.901.000052.2023,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,10/08/2023,SERVIÇO DE ANATOMIA PATOLÓGICA,09.143.967/0001-05 - INSTITUTO DE PATOLOGIA E CITOLOGIA DR ELY CHAVES LTDA,"141.710,50"
25.206.000450.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/08/2023,"AQUISIÇÃO DE MEDICAMENTOS (ANTI-INFLAMATÓRIOS, ANALGÉSICOS, ANTI-HISTAMÍNICOS E ANESTÉSICOS)",21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"273.101,00"
25.206.000451.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/08/2023,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR (INSUMOS DIVERSOS),40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA,"226.979,55"
25.206.000452.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/08/2023,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"41.790,00"
25.204.000089.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,14/08/2023,AQUISIÇÃO EMERGENCIAL DE MATERIAIS DE HIGIENE ,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"18.165,80"
35.000.000095.2023,SECRETARIA DA CIENCIA TECNOLOGIA INOVACAO E ENSINO SUPERIOR,14/08/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇO DE SEGURANÇA ELETRÔNICA ,00.149.706/0001-10 - ÁLAMO SEGURANÇA ELETRÔNICA LTDA,"48.000,00"
38.000.000253.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,14/08/2023, REFORMA DA DEAM SANTA RITA,01.309.949/0001-30 - 1001 SERVIÇOS ENGENHARIA E CONSTRUÇÃO LTDA,"89.107,24"
25.000.004587.2023,SECRETARIA DE ESTADO DA SAÚDE,15/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,03.112.378/0001-75 - RESGATE KM EXPRESS EIRELI,"585.054,60"
25.000.010053.2023,SECRETARIA DE ESTADO DA SAÚDE,15/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"210.992,42"
25.000.013969.2023,SECRETARIA DE ESTADO DA SAÚDE,15/08/2023,"MEDICAMENTOS (SELEXIPAGUE 0,2 MG, 0,4MG, 0,6MG, 0,8MG, 1MG, 1,2MG, 1,4MG, 1,6MG COMPRIMIDOS REVESTIDOS )",51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"255.744,00"
25.235.000077.2023,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,15/08/2023,AQUISIÇÃO DE TESTES PARA GASOMETRIA,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"44.352,00"
25.235.000078.2023,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,15/08/2023,MEDICAMENTOS ,03.817.043/0001-52 - PHARMAPLUS  LTDA,"678.377,70"
27.201.001163.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",15/08/2023,AQUISIÇÃO DE MATERIAL ESPORTIVO,46.671.750/0001-96 - RD COMERCIO E SERVICOS LTDA,"54.617,00"
25.000.001614.2023,SECRETARIA DE ESTADO DA SAÚDE,16/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,44.634.275/0001-52 - MONTENEGRO E NAARA SERVICOS EM SAUDE HOMECARE LTDA - ME.,"148.140,00"
25.000.013454.2023,SECRETARIA DE ESTADO DA SAÚDE,17/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (OCTREOTIDA LAR 20 MG PÓ  LIOFILIZADO PARA SOLUÇÃO INJETÁVEL,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"141.286,04"
37.000.000276.2023,"SECRETARIA DE ESTADO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO",17/08/2023,AQUISIÇÃO DE MATERIAL PERMANENTE E CONSUMO,46.040.802/0001-26 - DEREK HAGEN BANDEIRA DE LIMA TORRES,"21.423,84"
25.000.011369.2023,SECRETARIA DE ESTADO DA SAÚDE,18/08/2023,AQUISIÇÃO EMERGENCIAL ,04.307.650/0001-35 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALESRES E ONCOLOGICOS LTDA,"579.323,70"
25.240.000409.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,18/08/2023,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,17.227.485/0001-53 - LG PRODUTOS HOSPITALARES LTDA,"2.145.718,23"
25.000.010540.2023,SECRETARIA DE ESTADO DA SAÚDE,21/08/2023,MEDICAMENTOS DIVERSOS ,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"353.793,00"
25.000.011136.2023,SECRETARIA DE ESTADO DA SAÚDE,21/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"328.469,94"
25.242.000126.2023,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,21/08/2023,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR (INSUMOS DIVERSOS),03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"29.083,86"
25.000.010541.2023,SECRETARIA DE ESTADO DA SAÚDE,22/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"1.259.403,88"
25.000.008619.2023,SECRETARIA DE ESTADO DA SAÚDE,23/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"540.086,28"
25.000.009170.2023,SECRETARIA DE ESTADO DA SAÚDE,23/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (DARATUMUMABE 400MG E LENALIDOMIDA 25MG,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"489.972,80"
25.000.016248.2023,SECRETARIA DE ESTADO DA SAÚDE,23/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23.877.015/0001-38 - ASSOCIACAO BRASILEIRA DE APOIO CANNABIS ESPERANCA - ABRACE,"1.800,00"
25.240.000431.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,23/08/2023,SERVIÇO DE POSTO DE VIGILÂNCIA ARMADA,08.705.015/0001-67 - WEIDER SEGURANCA PRIVADA EIRELI,"223.241,28"
31.902.382023.2023,SECTMA/FUNDO ESTADUAL DE RECURSOS HÍDRICOS,23/08/2023,"AQUISIÇÃO COM SERVIÇO DE INSTALAÇÃO DE MATERIAIS PARA A CONFECÇÃO, CONFIGURAÇÃO E  CERTIFICAÇÃO DA REDE FÍSICA CABEADA ",10.940.185/0001-78 - ROBSON BARBOSA FERNANDES,"36.000,00"
25.000.007308.2023,SECRETARIA DE ESTADO DA SAÚDE,24/08/2023, MEDICAMENTOS (DAPAGLIFLOZINA/METFORMINA 10/1000MG E ALOGLIPTINA 25MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"1.733,40"
25.000.010621.2023,SECRETARIA DE ESTADO DA SAÚDE,24/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,37.208.935/0001-78 - EXATUS GENE LABORATORIO E SERVICOS DE COLETA DE EXAMES GENETICOS LTDA - ME,"4.790,00"
25.000.013395.2023,SECRETARIA DE ESTADO DA SAÚDE,24/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00"
25.206.000481.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/08/2023,AQUISIÇÃO DE CARNES E DERIVADOS,26.290.355/0001-56 - LM DISTRIBUIDORA EIRELI,"188.689,00"
25.240.000437.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/08/2023,SERVIÇO DE HEMODIÁLISE,13.377.317/0001-93 - CTERT CENTRO DE TRATAMENTO ESPECIALIZADO RENAL E TRANSPLANTES S/S LTDA,"251.280,00"
25.000.004024.2023,SECRETARIA DE ESTADO DA SAÚDE,25/08/2023,PRÓTESE TRANSFEMURAL ESQUERDA,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"8.900,00"
25.000.016242.2023,SECRETARIA DE ESTADO DA SAÚDE,25/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,23.877.015/0001-38 - ASSOCIACAO BRASILEIRA DE APOIO CANNABIS ESPERANCA - ABRACE,"3.360,00"
25.204.000099.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,25/08/2023,AQUISIÇÃO EMERGENCIAL DE MATERIAL MÉDICO HOSPITALAR,Razão Social não encontrada,"51.830,04"
25.235.000081.2023,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,25/08/2023,MATERIAL MÉDICO E HOSPITALAR ,03.817.043/0001-52 - PHARMAPLUS  LTDA,"359.777,84"
15.000.000103.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,28/08/2023,CONTRATAÇÃO DE PROJETO ARQUITETÔNICO E RELATÓRIO TÉCNICO PARA EXECUÇÃO DE REFORMA DO CENTRO DE EDUCAÇÃO DA PMPB.,41.121.550/0001-46 - DAVYSON ROBERTO DOS S DE BRITO,"12.000,00"
25.000.010287.2023,SECRETARIA DE ESTADO DA SAÚDE,28/08/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA REALIZAÇÃO DE DOSAGEM SÉRIDA DE ANTICORPO ANTI-MOG,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,"4.700,00"
25.216.002192.2023,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,28/08/2023,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CURATIVOS EM CARÁTER EMERGENCIAL,06.948.769/0002-01 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA,"238.004,90"
26.201.024645.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,28/08/2023,CONTRATAÇÃO EMERGENCIAL DO SERVIÇO DE LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS.,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,"330.796,80"
22.000.030439.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,29/08/2023," AQUISIÇÃO DE FITAS ADESIVAS, FITILHO E ESTILETES",Razão Social não encontrada,"22.139,00"
25.206.000499.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/08/2023,AQUISIÇÃO DE MATERIAIS ORTOPÉDICOS,04.099.366/0001-10 - W FELIPE DA SILVA,"865.783,00"
25.220.000411.2023,SES/HOSPITAL DISTRITAL DE POMBAL,29/08/2023,SERVIÇO DE LAVANDERIA HOSPITALAR A QUILOGRAMA,"20.546.182/0003-70 - SERVBRASIL SOLUÇÕES EM ALIMENTAÇÃO, LIMPEZA E LAVANDERIA LTDA","409.860,00"
15.000.000101.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,30/08/2023,AQUISIÇÃO DE QUEPES,15.136.916/0001-40 - SUPORTE COMÉRCIO E DISTRIBUIÇÃO LTDA,"12.814,00"
25.000.008315.2023,SECRETARIA DE ESTADO DA SAÚDE,30/08/2023, EXAME DE SEQUENCIAMENTO COMPLETO DO EXOMA,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.900,00"
25.000.013460.2023,SECRETARIA DE ESTADO DA SAÚDE,30/08/2023,AQUISIÇÃO EMERGENCIAL DE CURATIVOS BIOLÓGICOS E MEDICAMENTOS,12.600.168/0001-17 - MOLNLYCKE HEALTH CARE VENDA DE PRODUTOS MEDICOS LTDA.,"182.594,58"
25.000.014238.2023,SECRETARIA DE ESTADO DA SAÚDE,30/08/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,18.459.628/0097-67 - BAYER S.A.,"112.108,20"
25.235.000083.2023,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,30/08/2023,MATERIAIS DESCARTÁVEIS ,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"50.307,30"
26.201.024904.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,30/08/2023,CONTRATAÇÃO DE SERVIÇO DE LICENCIAMENTO DE USO DE SOFTWARE INTEGRADO- TALONARIO ,24.144.040/0001-75 - SERTTEL LTDA,"493.410,90"
16.000.000082.2023,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMIÁRIDO,31/08/2023,CONTRATAÇÃO DE SERVIÇOS DE EMPRESA ESPECIALIZADA NA CONFECÇÃO DE MATERIAL GRÁFICO,50.820.753/0001-11 - RAIO GRAFICA E COMUNICACAO VISUAL,"23.974,25"
21.205.000268.2023,SETDE/JUNTA COMERCIAL DO ESTADO DA PARAIBA,31/08/2023,CONTRATAÇÃO DE SERVIÇO DE INTERNET EM CAMPINA GRANDE,06.346.446/0001-59 - SITECNET INFORMATICA LTDA -ME,"10.200,00"
25.240.000448.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,31/08/2023,AQUISIÇÃO DE CONTRASTE IODADO,11.994.394/0001-67 - ORTO MEDICAL MATERIAIS CIRURGICOAS LTDA,"54.900,00"
25.000.013972.2023,SECRETARIA DE ESTADO DA SAÚDE,01/09/2023, MEDICAMENTOS ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.038.282,00"
25.000.014320.2023,SECRETARIA DE ESTADO DA SAÚDE,01/09/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"83.863,44"
25.000.015194.2023,SECRETARIA DE ESTADO DA SAÚDE,01/09/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (REF. NEO ADVANCE 400G) ,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"75.000,00"
25.000.015371.2023,SECRETARIA DE ESTADO DA SAÚDE,01/09/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"105.450,00"
25.000.012207.2023,SECRETARIA DE ESTADO DA SAÚDE,04/09/2023,CONTRATAÇÃO DOS SERVIÇOS TÉCNICOS ESPECIALIZADOS ,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"5.190.700,00"
25.000.012906.2023,SECRETARIA DE ESTADO DA SAÚDE,04/09/2023,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCRELIZUMABE 30MG/ML, SOL. INJ.) ",33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"1.023.162,56"
25.000.015180.2023,SECRETARIA DE ESTADO DA SAÚDE,04/09/2023, FÓRMULA INFANTIL (REF. ISOSOURCE 1.5) ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"28.800,00"
27.201.001223.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",04/09/2023,CONTRATAÇÃO DE SERVIÇO DE COFFEE BREAK ,"16.631.594/0001-79 - DROP'S BUFFET, EVENTOS E ESCOLA GASTRONÔMICA LTDA","12.960,00"
38.000.000393.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,04/09/2023,CONTRATAÇÃO DE SERVIÇO DE CERTIFICAÇÃO DIGITAL ,36.508.740/0001-80 - MR SRVIÇO DE CERTIFICAO LTDA,"42.514,00"
