Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
31.201.001990.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,16/04/2024,SOLICITAÇÃO DE COMPRA DE MATERIAL LIMPEZA,24.121.519/0001-96 - ALVANIRA MARIANO OLIVEIRA DA SILVA,"10.035,00",
11.000.000089.2024,CONTROLADORIA GERAL DO ESTADO,17/04/2024,CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO DE CONDICIONADORES DE AR,"43.503.312/0001-20 - INF DE SA TECNOLOGIA, SEGURANÇA E CLIMATIZAÇÃO LTDA","16.320,00",
25.000.002458.2024,SECRETARIA DE ESTADO DA SAÚDE,17/04/2024,AQUISIÇÃO EMERGENCIAL  PARA ATENDER A DETERMINAÇÃO JUDICIAL ,04.238.951/0001-54 - LOCMED HOSPITALAR LTDA,"3.250,00",
35.204.000050.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,17/04/2024,AQUISIÇÃO DE MAT.  ODONT. PARA AS CLÍNICAS ODONTOLÓGICAS DO CAMPUS VIII DA UEPB,48.134.036/0001-94 - E S COMERCIO DE PROCUTOS MEDICOS E ODONTOLÓGICOS LTDA,"23.485,40",
29.000.000005.2024,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,18/04/2024,CONTRATAÇÃOD E SERVIÇO ESPECIALIZADO PESSOA JURÍDICA,09.138.892/0001-66 - ESTESE-ESC.DE ASSESSORIAS CONT.E FISCAL LTDA,"31.680,00",
21.901.000146.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,19/04/2024,AQUISIÇÃO DE FERRAMENTAS E MATERIAL ELÉTRICO,29.619.153/0001-01 - JEMM COMERCIO DE MATERIAL DE CONSTRUCAO LTDA,"6.655,50",
25.205.000051.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,19/04/2024,CONTROLE E DE VIGILÂNCIA DA QUALIDADE DA ÁGUA,12.301.257/0001-62 - ALFA SAUDE AMBIENTAL LTDA - ME,"29.868,00",
25.300.512024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,19/04/2024,AQUISIÇÃO DE SERVIÇOS GRÁFICOS,16.889.821/0001-60 - CARLOS EDUARDO S.MELO,"4.850,00",
25.300.522024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,19/04/2024,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,32.407.715/0001-50 - PAULO RICARDO CORDEIRO DE GOIS,"35.719,30",
26.000.000118.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,19/04/2024,AQUISIÇÃO DE MATERIAL PARA CONFECÇÃO DE BOLETOS - FSDS,38.207.279/0001-51 - GW DISTRIBUIDORA LTDA,"27.800,00",
35.204.000830.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,19/04/2024,AQUISIÇÃO DE LICENÇAS PARA ACESSO/USO DE PACOTE DE APLICAT. E SERV. P/ DESKTOP ,21.748.841/0001-51 - TECNETWORKING SERVICOS E SOLUCOES EM TI LTDA,"15.393,00",
23.901.000051.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,22/04/2024,AQUISIÇÃO DE ACESSÓRIOS PARA MERGULHO DE RESGATE,17.211.480/0001-32 - ENGESUB SERVIÇOS SUBAQUÁTICOS,"42.900,00",
25.206.000155.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,22/04/2024,AQUISIÇÃO DE MEDICAMENTO,52.448.000/0001-52 - NORT MED PRODUTOS HOSPITALARES LTDA,"1.670,00",
25.206.000156.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,22/04/2024,AQUISIÇÃO DE MEDICAMENTO,08.774.906/0001-75 - HOSPDROGAS COMERCIAL LTDA,"31.170,00",
15.000.000036.2024,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,23/04/2024,AQUISIÇÃO DE ÁGUA MINERAL 500ML,23.799.541/0001-27 - WDS LIMA COMERCIO LTDA - ME,"31.050,00",
25.000.016539.2024,SECRETARIA DE ESTADO DA SAÚDE,23/04/2024,MEDICAMENTO(S),13.405.776/0001-33 - A. C. NASCIMENTO ARTIGOS MEDICOS,"1.419.636,14",
33.209.000116.2024,SEC/INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DO ESTADO DA PARAÍBA,24/04/2024,AQUISIÇÃO DE (02) CAFETEIRAS PARA CAFÉ EXPRESSO,23.799.541/0001-27 - WDS LIMA COMERCIO LTDA - ME,"1.156,00",
25.301.000010.2024,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,25/04/2024,AQUISIÇÃO DE TESTES PSICOLÓGICOS,08.778.268/0058-04 - JOALISON DE ALMEIDA GOMES,"30.080,04",
35.204.002040.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,25/04/2024,PREST. DO SERVI.CONT. DE PROD. E DISTRIB. DE REFEIÇÕES PARA ESTUDANTES DA UEPB,13.874.676/0014-70 - SÓLIDA NUTRIÇÃO LTDA,"696.348,00",
35.204.000071.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,26/04/2024,"FORNEC. DE CURSO DE CAPAC. EM TECNOLOGIA EM ENERGIAS RENOVÁVEIS, PARA A UEPB.",03.775.588/0001-43 - SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,"27.889,02",
21.000.000132.2024,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,29/04/2024,SERVIÇO DE ELABORAÇÃO DE PROJETO HIDRÁULICO - 38º SALÃO DO ARTESANATO PARAIBANO CG,49.997.006/0001-74 - D.A ENGENHARIA E CONSTRUCAO,"15.890,00",
25.301.000011.2024,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,29/04/2024,MATERIAL DE EXPEDIENTE,03.025.786/0001-90 - NADILANIA MRQUES DE FIGUEIREDO,"58.130,00",
30.000.001567.2024,ENCARGOS GERAIS DO ESTADO,29/04/2024,PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO E MANUTENÇÃO PREVENTIVA E CORRETIVA NAS PORTAS DE VIDRO,40.966.889/0001-80 - CENTER VIDROS LTDA,"45.097,00",
09.201.000266.2024,CCG/PARAÍBA PREVIDÊNCIA,30/04/2024,SERVIÇO DE MANUTENÇÃO NO TELHADO DO AUDITÓRIO,13.387.821/0001-74 - IVAN JOSE DE LIMA,"6.910,00",
15.000.000043.2024,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,30/04/2024,"CONTRATAÇÃO DE SERVIÇO DE CONSERVAÇÃO, HIGIENIZAÇÃO, LIMPEZA E COPEIRAGEM PARA O QCG-PM",17.754.216/0001-45 - G J T SOARES EIRELI,"423.600,00",
25.206.000159.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,30/04/2024,EXAMES LABORATORIAIS,41.152.869/0001-39 - CENTRAL DE ANALISES CLINICAS LTDA,"59.900,00",
25.206.000160.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,30/04/2024,AQUISIÇÃO DE MATERIAL MEDICO E HOSPITALAR,05.932.624/0001-60 - MEGAMED COMERCIO LTDA,"18.060,00",
26.000.000201.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,30/04/2024,CONTRATAÇÃO DE EMPRESA PARA INSTALAÇÃO E CONFECÇÃO DE ESQUADRIAS DE ALUMÍNIO EM AMBIENTES DA SESDS,12.135.561/0001-87 - IRADY VALENCA DE SANTANA EIRELI,"55.569,99",
33.201.000501.2024,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,30/04/2024,AQUISIÇÃO DE MATERIAIS DE CONSUMO E PERMANENTE (ILUMINAÇÃO E AFINS),22.262.501/0001-89 - JACIARA DE SOUSA ALBUQUERQUE 02925928412,"16.244,60",
09.103.000008.2024,CASA MILITAR,02/05/2024,AQUISIÇÃO DE ÁGUA MINERAL - GARRAFAS DE 500 ML.,49.974.992/0001-47 - OLIVEIRA DE MELO COMÉRCIO LTDA,"5.400,00",
25.300.532024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,02/05/2024,AQUISIÇÃO DE MATERIAL DESCARTÁVEIS,13.132.610/0001-90 - TAYANNE KELLY CARLOS BATISTA FESTAS E DECORAÇÕES,"9.152,30",
31.201.002184.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,02/05/2024,AQUISIÇÃO DE 01 (UM) TRANSFORMADOR DE ENERGIA ELÉTRICA,41.208.539/0001-18 - TRANSFORMADORES CAMPINENSE COMERCIO E SERVICOS LTDA.,"39.066,48",
33.201.000482.2024R1,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,02/05/2024,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - LOCAÇÃO DE ÓNIBUS.,29.995.023/0001-65 - LOPES TRANSPORTES,"14.005,76",
33.201.000593.2024R1,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,02/05/2024,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - SEGURANÇA DESARMADA.,25.320.846/0001-30 - DIGNA SEGURANCA PRIVADA LTDA,"14.000,00",
35.204.000320.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,02/05/2024,AQUISIÇÃO DE COIFA PARA UTILIZAÇÃO RESTAUR. UNIVERSITÁRIO DO CAMPUS V DA UEPB,14.936.930/0001-66 - JOSÉ A CAVALCANTI,"22.453,63",
20.000.400339.2024,SECRETARIA DE ESTADO DA FAZENDA,03/05/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DO ELEVADOR DA CENTRAL DE ATENDIMENTO AO CIDADÃO DA SECRETARIA DE ESTADO DA FAZENDA DE JOÃO PESSOA,07.485.559/0001-06 - ENGELTECH ELEVADORES LTDA - EPP,"6.600,00",
25.000.009816.2024,SECRETARIA DE ESTADO DA SAÚDE,03/05/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),42.004.633/0001-18 - HEART MEDICAL MATERIAL HOSPITALAR LTDA,"22.200,00",
25.205.000055.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,03/05/2024,SERVIÇO GRAFICO,40.953.788/0001-75 - GRAFIPEL EDITORA GRAFICA LTDA,"46.825,00",
31.202.000658.2024,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,03/05/2024,SERVIÇOS DE CONFECÇÃO DE CARIMBOS E MATERIAIS GRÁFICOS. ,44.439.207/0001-32 - COPYGRAF GRÁFICA E COPIADORA,"10.594,00",
35.204.000319.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,03/05/2024,AQUISIÇÃO DE COIFA PARA UTILIZAÇÃO RESTAUR. UNIVERSITÁRIO DO CAMPUS VI DA UEPB,14.936.930/0001-66 - JOSE A CAVALCANTI,"22.453,63",
20.203.000006.2024,SEFAZ/LOTERIA DO ESTADO DA PARAÍBA,06/05/2024,SERVIÇO CONTÍNUO DE DESINSETIZAÇÃO E DESRATIZAÇÃO,22.757.148/0001-08 - KLEBER ROBSON F DA SILVA,"2.520,00",
25.000.000768.2024,SECRETARIA DE ESTADO DA SAÚDE,06/05/2024,AQUSIÇÃO EMERGENCIAL ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"65.621,70",
25.000.002818.2024,SECRETARIA DE ESTADO DA SAÚDE,06/05/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) PARA ATENDER A DETERMINAÇÃO JUDICIAL ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"497.440,20",
25.000.008064.2024,SECRETARIA DE ESTADO DA SAÚDE,06/05/2024,AQUSIÇÃO EMERGENCIAL DE MEDICAMENTOS,25.210.463/0003-70 - PTC FARMACEUTICA DO BRASIL LTDA,"735.235,44",
25.000.019297.2024,SECRETARIA DE ESTADO DA SAÚDE,06/05/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"698.402,61",
33.201.000585.2024R1,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,06/05/2024,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - HOSPEDAGEM.,22.320.217/0001-11 - PAULO SERGIO FERREIRA DE LIMA,"19.020,82",
33.201.000592.2024,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,06/05/2024,"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA (LOCAÇÃO DE ESTRUTURA PARA EVENTO: GRID, CAMARIM, DISCIPLINADOR E BARRICADA)",10.746.055/0001-07 - JOSE DANTAS DA NOBREGA JUNIOR,"42.980,00",
35.210.000671.2024,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,06/05/2024,CONTRATAÇÃO DE SERVIÇOS DE EMPRESA ESPECIALIZADA NA CONFECÇÃO DE MATERIAIS GRÁFICOS PERSONALIZADOS,46.230.617/0001-02 - UP GIFTS PERSONALIZADOS LTDA,"49.835,00",
38.000.000184.2024,POLICIA CIVIL DO ESTADO DA PARAIBA,06/05/2024,AQUISIÇÃO DE MACACÃO DE PROTEÇÃO,50.397.390/0001-53 - SAFELAB CIENTIFICA COMERCIO E REPRESENTACOES LTDA,"43.000,00",
21.000.000135.2024,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,07/05/2024,AQUISIÇÃO DE MATERIAL PERMANENTE - BELICHES - PAP,50.902.051/0001-87 - TORRE FIT INDUSTRIAE COMERCIO PLANEJADOS LTDA,"54.300,00",
25.000.005662.2024,SECRETARIA DE ESTADO DA SAÚDE,07/05/2024,AQUISIÇÃO EMERGENCIAL DE ÓRTESE CRANIANA  - OPME,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"12.500,00",
26.000.000229.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,07/05/2024,AQUISIÇÃO DE RESMAS DE PAPEL SULFITE NO FORMATO A4 PARA NÚCLEO DE MATERIAL E PATRIMÔNIO,09.183.224/0001-50 - O ESCOLAR COMERCIO E SERVICOS LTDA,"57.641,50",
26.000.000233.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,07/05/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇO DE INSTALAÇÃO DE EQUIPAMENTOS CONDICIONADORES DE AR,09.499.826/0001-11 - PB CLIMA-COMERCIO E SERVICOS DE REFRIGERACAO LTDA,"53.030,00",
31.201.002221.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,07/05/2024,AQUISIÇÃO DE BANDEIRAS,20.213.219/0001-86 - PORTAL INDUSTRIA SERVIÇO E COMERCIO DE CONFECCOES LTDA,"2.075,00",
32.901.900030.2024,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,07/05/2024,"CONTRAT. DE EMP. ESPEC. SERV. DE CONFECÇÕES, ENTREGA E INSTALAÇÃO DE ELEMENTOS DE COMUNICAÇÕES VISUAL",37.735.608/0001-74 - ZAPIER GRÁFICA E EDITORA EIRELLI,"58.300,00",
33.000.000479.2024,SECRETARIA DE ESTADO DA CULTURA,07/05/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRODUÇÃO DE EVENTOS ARTÍSTICOS-CULTURAIS,13.687.471/0001-61 - MARIA ESTER MENESES ROLIM - ME,"176.563,20",
21.000.000141.2024,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,08/05/2024,AQUISIÇÃO TELA DE PROTEÇÃO COM INSTALAÇÃO - CCJP,04.895.340/0001-89 - RVV CONSTRUCOES E EMPREENDIMENTOS LTDA,"59.214,35",
25.000.004056.2024,SECRETARIA DE ESTADO DA SAÚDE,08/05/2024,AQUISIÇÃO EMERGENCIAL,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"11.382,60",
25.000.008404.2024,SECRETARIA DE ESTADO DA SAÚDE,08/05/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"2.977.436,80",
25.206.000161.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/05/2024,SERVIÇO DE CONFECÇÃO DE NECESSAIRE,26.355.454/0001-79 - ROSARIO CALVANO FICO,"20.205,00",
31.201.002316.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,08/05/2024,AQUISIÇÃO DE MATERIAIS DE LIMPEZA,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"17.429,54",
33.000.000488.2024,SECRETARIA DE ESTADO DA CULTURA,08/05/2024,LOCAÇÃO DE PROJETOR E COMPUTADOR PARA PROGRAMAÇÃO REGULAR NO CINE BANGUÊ,02.199.904/0001-13 - TELASAT LOCADORA DE TELOES LTDA,"16.500,00",
20.000.400411.2024,SECRETARIA DE ESTADO DA FAZENDA,09/05/2024,AQUISIÇÃO DE COPOS DESCARTÁVEIS,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"10.740,00",
25.204.000176.2024,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,09/05/2024,SES-PRC-2024/11290 - SERVIÇOS GRÁFICOS,40.953.788/0001-75 - GRAFIPEL EDITORA GRAFICA LTDA,"17.890,00",
25.206.000162.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,09/05/2024,SERVIÇO DE HEMODIÁLISE PARA PACIENTES RENAIS,09.291.683/0001-58 - NEFRUZA SERVICOS NEFROLOGICOS FIUZA CHAVES LTDA,"16.160,00",
25.206.000163.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,09/05/2024,SERVIÇO DE HEMODIÁLISE PARA PACIENTES RENAIS,09.291.683/0001-58 - NEFRUZA SERVICOS NEFROLOGICOS FIUZA CHAVES LTDA,"20.200,00",
26.000.000242.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,09/05/2024,AQUISIÇÃO DE PNEUS,54.897.620/0001-02 - MEGAMIX COMÉRCIO E SERVIÇOS,"51.500,00",
25.206.000164.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,AQUISIÇÃO DE MATERIAL MEDICO E HOSPITALAR,12.728.929/0001-10 - DJ PRODUTOS HOSPITALARES LTDA,"59.365,30",
25.206.000166.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,AQUISIÇÃO DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"25.324,00",
25.206.000167.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,AQUISIÇAO DE MEDICAMENTOS,44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"1.057,80",
25.206.000168.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,39.324.410/0001-23 - CAMPINA SAUDE CENTER COMERCIO DE ARTIGOS MEDICOS LTDA,"15.418,00",
25.206.000169.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,AQUISIÇÃO DE MATERIAL MEDICO E HOSPITALAR,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"3.186,00",
25.206.000170.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/05/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRAFICOS,04.798.838/0001-23 - IRANEIDE GONCALVES DE ABRANTES,"800,00",
23.901.000067.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,13/05/2024,AQUISIÇÃO DE MEDALHAS E TROFÉUS ESPORTIVOS - PCA 2024,93.280.592/0001-23 - REMA ARTE ESPORTE LTDA,"54.245,75",
23.901.000087.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,13/05/2024,REFEIÇÕES CFSD - NÚCLEO ESFAE - PCA 2024,"16.631.594/0001-79 - DROP'S BUFFET, EVENTOS E ESCOLA GASTRONÔMICA LTDA","59.070,00",
25.000.005546.2024,SECRETARIA DE ESTADO DA SAÚDE,13/05/2024,AQUISIÇÃO EMERGENCIAL,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"371.917,20",
25.000.007613.2024,SECRETARIA DE ESTADO DA SAÚDE,13/05/2024,AQUISIÇÃO EMERGENCIAL DE SERVIÇO PARA ATENDER A DETERMINAÇÃO JUDICIAL ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"3.276.721,20",
25.000.009324.2024,SECRETARIA DE ESTADO DA SAÚDE,13/05/2024,AQUISIÇÃO EMERGENCIAL,12.420.164/0009-04 - CM HOSPITALAR S.A.,"113.433,00",
35.204.003252.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,13/05/2024,CONTRATAÇÃO DE AGENTES DE PORTARIA PARA UEPB,19.045.361/0001-82 - PREMIUM CONSERVADORA E CONSTRUÇOES EIRELI-ME,NaN,
38.000.000200.2024,POLICIA CIVIL DO ESTADO DA PARAIBA,13/05/2024,"AQUISIÇÃO DE ALIMENTAÇÃO, DO TIPO COFFEE BREAK, PARA EVENTOS INSTITUCIONAIS",13.501.014/0001-30 - MAIS PROMO PRODUCOES E EVENTOS LTDA,"30.256,00",
12.000.000001.2024R1,SECRETARIA DE ESTADO DO DESENVOLVIMENTO E DA ARTICULAÇÃO MUNICIPAL,14/05/2024,AQUISIÇÃO DE MATERIAL PERMANENTE ,22.262.501/0001-89 - JACIARA DE SOUSA ALBUQUERQUE 02925928412,"13.488,00",
21.901.000176.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,14/05/2024,AQUISIÇÃO DE ÁGUA MINERAL NATURAL,52.297.070/0001-57 - AG COMERCIO DE ALIMENTOS LTDA,"7.521,00",
35.204.012967.2024,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,14/05/2024,AQUISIÇÃO DE FORMA PARCELADA DE GARRAFÕES DE ÁGUA MINERAL DE 20 LITROS,12.327.013/0001-59 - OSMAR BRAGA FILHO - ME,"3.150,00",
25.206.000176.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/05/2024,MONITORIZAÇÃO NEUROFISIOLÓGICA PARA PROCEDIMENTO MÉDICO,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.300,00",
25.206.000177.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/05/2024,AQUISIÇÃO DE GENEROS ALIMENTICIOS,43.711.857/0001-22 - JKJ DISTRIBUIDORA DE ALIMENTOS LTDA,"59.462,01",
25.206.000178.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/05/2024,"AQUISIÇÃO DE MATERIAL DE HIGIENE, LIMPEZA E DESCARTÁVEL",04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"36.062,72",
31.202.001546.2024,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,15/05/2024,PROCESSO AQUISIÇÃO DE MATERIAL DE LIMPEZA E COPOS DESCARTÁVEIS.,19.242.524/0001-17 - THAIS PRISCILA T. DE LUCENA MENDES EIRELI - ME,"13.996,30",
25.204.000184.2024,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,16/05/2024,SES-PRC-2024/11965 - DISPENSA IMPRESSORAS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"13.668,00",
25.205.000061.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,16/05/2024,AQUISIÇÃO DE PANIFICADOS,05.672.519/0001-30 - PADARIA PONTES LTDA,"23.794,90",
25.300.542024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,16/05/2024,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,32.407.715/0001-50 - PAULO RICARDO CORDEIRO DE GOIS,"14.382,50",
26.201.019828.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,16/05/2024,CONTRATAÇÃO DE SERVIÇO PARA REALIZAÇÃO E ORGANIZAÇÃO DE CORRIDA DE RUA,39.531.557/0001-94 - RAYANNA FRAGOSO DE MORAES SOUZA,"49.450,00",
31.201.000908.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,16/05/2024,SOLICITAÇÃO DE COMPRA DE PARA O TERMINAL RODOVIÁRIO DE PATOS (RODOSHOPPING).,41.223.090/0001-67 - NILDA PASSO COSTA TEODOSIO LTDA,"1.915,80",
25.000.001554.2024,SECRETARIA DE ESTADO DA SAÚDE,17/05/2024,AQUISIÇÃO EMERGENCIAL DE OPME,10.513.210/0001-37 - ORTOPEDIA TECNICA DO NORDESTE LTDA,"38.000,00",
25.000.002227.2024,SECRETARIA DE ESTADO DA SAÚDE,17/05/2024,AQUISIÇÃO EMERGENCIAL DE OPME,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"6.500,00",
25.000.005904.2024,SECRETARIA DE ESTADO DA SAÚDE,17/05/2024,REALIZAÇÃO DE EXAMES,41.139.239/0001-24 - ENDOVIDEO SOCIEDADE SIMPLES LTDA,"1.590,00",
25.000.007700.2024,SECRETARIA DE ESTADO DA SAÚDE,17/05/2024,AQUISIÇÃO EMERGENCIAL DE EXAME,37.208.935/0001-78 - EXATUS GENE LABORATORIO E SERVICOS DE COLETA DE EXAMES GENETICOS LTDA,"3.890,00",
25.000.007282.2024,SECRETARIA DE ESTADO DA SAÚDE,20/05/2024,MEDICAMENTO(S) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"603.498,84",
25.205.000063.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,21/05/2024,SERVIÇO DE LINK DE INTERNET DEDICADO ,06.346.446/0001-59 - SITECNET INFORMATICA LTDA -ME,"17.400,00",
25.300.592024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,21/05/2024,AQUISIÇÃO DE MEDICAMENTOS,32.407.715/0015-0 - PAULO RICARDO CORDEIRO DE GOIS,"36.605,50",
25.000.002460.2024,SECRETARIA DE ESTADO DA SAÚDE,22/05/2024,AQUISIÇÃO EMERGENCIAL DE OPME,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"9.000,00",
