Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.000.003746.2022,SECRETARIA DE ESTADO DA SAÚDE,28/09/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"507.910,50"
25.000.003751.2022,SECRETARIA DE ESTADO DA SAÚDE,28/09/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"910.408,80"
25.000.007023.2022,SECRETARIA DE ESTADO DA SAÚDE,28/09/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARGINA 100UI/ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"943.330,00"
25.000.007456.2022,SECRETARIA DE ESTADO DA SAÚDE,28/09/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS SUNITINIBE MALATO DE 12,5MG, DE 25MG E DE 50 MG",08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.094.280,60"
25.213.000447.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,28/09/2022,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,07.803.245/0001-04 - FRIGORIFICO SAO FRANCISCO EIRELI,"866.784,11"
25.215.000117.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,28/09/2022,AQUISIÇÃO DE PAPEL A4,08.326.720/0001-53 - CIRNE IRMÃOS & CIA LTDA,"197.910,00"
25.215.000118.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,28/09/2022,AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"129.148,00"
31.207.000019.2022,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,28/09/2022,AQUISIÇÃO DE MATERIAL PERMANENTE - AQUISIÇÕES DE MOVÉIS PLANEJADOS,14.732.438/0001-79 - MARILENE CARVALHO LUCENA DE BRITO,"53.615,08"
38.000.000290.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,28/09/2022,AQUISIÇÃO POR CONTRATAÇÃO DIRETA - DISPENSA - MATERIAL MEDICO,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI,"29.973,50"
22.201.001138.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,29/09/2022,MATERIAL DE CONSUMO.,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"7.632,53"
25.000.004766.2022,SECRETARIA DE ESTADO DA SAÚDE,29/09/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCRELIZUMABE 30MG/ML),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"242.226,00"
22.000.022403.2022,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,30/09/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO ELÉTRICA E PREDIAL - VILA OLIMPICA,36.637.574/0001-12 - S&A SERVIÇOS E VENDAS,"15.150,00"
24.000.005293.2022,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,30/09/2022,SERVIÇOS DE ESGOTAMENTO DE FOSSA.,11.500.957/0001-13 - ALEXANDRE LAURENTINO DA SILVA EIRELI-EPP,"529.306,00"
26.000.000664.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,30/09/2022,AQUISIÇÃO DE TELA INTERATIVA PARA A SESDS,07.827.111/0001-15 - GM COMÉRCIO E IMPORTAÇÃO LTDA,"16.000,00"
20.000.200460.2022,SECRETARIA DE ESTADO DA FAZENDA,03/10/2022,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, EM MANUTENÇÃO DE ARES CONDICIONADOS.",07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"28.000,00"
21.901.000209.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,03/10/2022,SERVIÇOS DE COFFEE BREAK,44.301.894/0001-25 - JULIHERMES SIMOES DE MELLO 10145955419,"1.365,00"
25.000.006454.2022,SECRETARIA DE ESTADO DA SAÚDE,03/10/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,44.634.275/0001-52 - MONTENEGRO E NAARA SERVICOS EM SAUDE HOMECARE LTDA,"133.554,00"
25.203.008561.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,03/10/2022,EMERGENCIAL MATERIAL DE HIGIENIZAÇÃO E DESCARTÁVEIS,20.498.149/0001-50 - AGV COMERCIO VAREJISTA DE EMBALAGENS LTDA,"733.321,00"
25.216.002124.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,03/10/2022,AQUISIÇÃO DE ENXOVAL CIRÚRGICO E TECIDOS HOSPITALARES EM CARATER EMERGENCIAL,32.823.138/0001-87 - RENALLY KELLY DA SILVA,"438.435,76"
31.201.003917.2022,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,03/10/2022,SOLICITAMOS AUTORIZAÇÃO DE AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO,29.073.797/0001-39 - CBPE - CASA BRASILEIRA DE PECAS EIRELI,"12.298,40"
22.201.001151.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,04/10/2022,MATERIAL DE CONSUMO,25.995.901/0001-91 - KARLA DANIELLI DE SOUZA N DA SILVA,"40.760,00"
22.201.001153.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,04/10/2022,MATERIAL DE CONSUMO E PERMANENTE,08.566.739/0001-77 - ELETROFERRAGENS COMÉRCIO DE FERRAGENS LTDA,"27.704,50"
25.000.004514.2022,SECRETARIA DE ESTADO DA SAÚDE,04/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG),04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"292.140,00"
25.000.803592.2022,SECRETARIA DE ESTADO DA SAÚDE,04/10/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,Razão Social não encontrada,"149.948,64"
25.203.008492.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,04/10/2022,EMERGENCIAL DE GÁS LIQUEFEITO,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"94.588,00"
26.000.000755.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,04/10/2022,AQUISIÇÃO DE UNIFORMES E ACESSÓRIOS - GTA,03.711.334/0001-61 - AGAEFE INDUSTRIA DE EQUIPAMENTOS EIRELI,"53.090,00"
30.000.000112.2022,ENCARGOS GERAIS DO ESTADO,04/10/2022,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLICIA CIVIL EM ALHANDRA,Razão Social não encontrada,"2.100,00"
30.000.002140.2022,ENCARGOS GERAIS DO ESTADO,04/10/2022,LOCAÇÃO DE IMÓVEL CENTRO PÚBLICO DE ECONOMIA SOLIDÁRIA EM JOÃO PESSOA,Razão Social não encontrada,"1.200.000,00"
38.000.000262.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,04/10/2022,AQUISIÇÃO DE COPOS DESCARTÁVEIS PARA ÁGUA E CAFÉ A FIM DE ATENDER AS UNIDADES DA PCPB,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"29.840,00"
38.000.000265.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,04/10/2022,AQUISIÇÃO DE MALOTES EM LONA FIO 10,29.045.645/0001-22 - A MALTA INDUSTRIA E COMÉRCIO DE  PRODUTOS LTDA,"20.677,80"
22.208.000108.2022,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,05/10/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE AR CONDICIONADO DE DIVERSAS MARCAS - EMERGENCIAL ,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"14.390,00"
25.242.000098.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,05/10/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE ANÁLISES CLÍNICAS,19.891.257/0001-09 - LABORATORIO DE ANALISES CLINICAS LTDA,"141.000,00"
22.201.001175.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,06/10/2022,EQUIPAMENTOS E MATERIAL PERMANENTE,44.820.086/0001-74 - MAVYG COMERCIO DE MOVEIS LTDA,"6.933,40"
25.216.002127.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,06/10/2022,AQUISIÇÃO DE ENXOVAL /UNIFORMES HOSPITALARES EM CARATER EMERGENCIAL,32.823.138/0001-87 - RENALLY KELLY DA SILVA,"864.000,00"
26.201.006421.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,06/10/2022,LOCAÇÃO DE IMÓVEL SHOPPING DO AUTOMÓVEL,05.802.824/0001-07 - SHOPPING DO AUTOMOVEL LTDA,"72.000,00"
31.202.003542.2022,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,06/10/2022,SERVIÇOS DE IMPLANTAÇÃO DE SAÚDE E SEGURANÇA DO TRABALHO. ,08.680.639/0008-43 - UNIMED JOÃO PESSOA COOPERATIVA DE TRABALHO MÉDICO,"44.364,24"
25.000.009377.2022,SECRETARIA DE ESTADO DA SAÚDE,07/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"146.070,00"
26.201.006431.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,07/10/2022,LOCAÇÃO DE IMÓVEL NA CIDADE DE LAGOA DE DENTRO,452.715.694-20 - EDNALVA FERNANDES DOS SANTOS,"6.240,00"
23.901.000097.2022,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,10/10/2022,AQUISIÇÃO DE RAÇÃO CANINA PARA O CBMPB,07.764.000/0001-07 - AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA,"34.500,00"
25.901.000063.2022,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,10/10/2022,SERVIÇO DE LOCAÇÃO DE PONTO ELETRÔNICO ,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"10.800,00"
26.201.006425.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,10/10/2022,LOCAÇÃO DE IMÓVEL - MUNICÍPIO DE INGÁ,548.150.617-34 - JOAO TENORIO SOBRINHO,"17.760,00"
38.000.000259.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,10/10/2022,COLHÃO D45,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,"48.960,00"
21.901.000219.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,11/10/2022,AQUISIÇÃO DE CANECAS PERSONALIZADAS,46.230.617/0001-02 - UP GIFTS PERSONALIZADOS LTDA.,"700,00"
25.203.000885.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,11/10/2022,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES CONFORME TR,10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,"104.520,00"
25.213.000514.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/10/2022,AQUISIÇÃO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"3.419.145,70"
26.201.003105.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,11/10/2022,"CONTRATAÇÃO EMERGENCIAL DE EMPRESA  DE CONSERVAÇÃO, HIGIENIZAÇÃO E LIMPEZA",21.179.250/0001-00 - SHALON SERVIÇOS DE CONSERVAÇÃO LTDA-ME,"1.788.230,40"
26.201.007872.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,11/10/2022,LOCAÇÃO DE IMOVEL - MUNICIPIO DE ESPERANÇA,602.897.674-15 - ALEXANDRE MAURÍCIO DA CRUZ NETO,"27.000,00"
21.901.000212.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,13/10/2022,"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC) - SIAF, SGP E DÍVIDA ATIVA (CODATA)",09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"68.580,00"
22.201.001191.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,13/10/2022,MATERIAL DE CONSUMO,00.965.241/0001-75 - JOSINETE DE VASCONCELOS CAMPELO - ME,"1.659.973,30"
25.000.006635.2022,SECRETARIA DE ESTADO DA SAÚDE,13/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"299.232,00"
25.216.002208.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/10/2022, MANUTENÇÃO PREVENTIVA E CORRETIVA NOS ELEVADORES EM CARÁTER EMERGENCIAL,07.485.559/0001-06 - ENGELTECH ELEVADORES LTDA - EPP,"38.040,00"
26.201.007480.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,13/10/2022,LOCAÇÃO DE IMOVEL - MUNICIPIO DE BANANEIRAS,033.552.284-00 - ANTÔNIO LIRA DE LACERDA,"18.000,00"
31.201.004849.2022,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,13/10/2022,SOLICITA AUTORIZAÇÃO PARA AQUISIÇÃO DE BOMBAS DE ABASTECIMENTO (DERº),24.970.943/0001-05 - LOJA FER COMERCIO DE FERRAMENTAS EIRELI,"288.610,00"
33.209.000345.2022,SEC/INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DO ESTADO DA PARAÍBA,13/10/2022,SERVIÇO DE DESINSTALAÇÃO E INSTALAÇÃO DE AR CONDICIONADO TIPO SPLIT,29.231.212/0001-61 - WALLISON GONÇALVES MENEZES,"1.530,00"
30.000.001775.2022,ENCARGOS GERAIS DO ESTADO,14/10/2022,LOCAÇÃO DE IMÓVEL EEIEFM AKAJUTIBIRÓ EM BAÍA DA TRAIÇÃO,Razão Social não encontrada,"780,00"
30.000.163715.2022,ENCARGOS GERAIS DO ESTADO,14/10/2022,LOCAÇÃO DE IMÓVEL DESTACAMENTO DA POLICIA MILITAR  EM LAGOA,Razão Social não encontrada,"700,00"
30.000.191816.2022,ENCARGOS GERAIS DO ESTADO,14/10/2022,LOCAÇÃO DE IMÓVEL EEEFM AZORCERIZ PIRES FERREIRA EM JOÃO PESSOA,Razão Social não encontrada,"550,00"
25.000.006055.2022,SECRETARIA DE ESTADO DA SAÚDE,17/10/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OFATUMUMABE 20MG/0,4ML)",56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"155.716,74"
25.000.007643.2022,SECRETARIA DE ESTADO DA SAÚDE,17/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (REGORAFENIB 40 MG),18.459.628/0097-67 - BAYER S.A.,"247.330,72"
25.000.008838.2022,SECRETARIA DE ESTADO DA SAÚDE,17/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 400 MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"32.832,00"
25.235.000189.2022,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,17/10/2022,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,03.619.472/0001-15 - JORSILDO ALVES DE FARIAS E CIA LTDA,"32.621,25"
26.201.008862.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,17/10/2022,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO TECNICOS ESPECIALIZADO DE SOLUÇÃO DE IMPRESSÃO DE DADOS VARIAVEIS,11.777.805/0001-62 - SOLUCOES ORIGINAIS EM DESENVOLVIMENTO E ARTE LTDA - ME,"463.680,00"
38.000.000208.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,17/10/2022,SERVIÇO DE DEMOLIÇÃO/RECONSTRUÇÃO DO MURO DO IPC/GBA,01.993.341/0001-78 - SEGMENTO ENGENHARIA E SERVICOS LTDA,"50.251,83"
38.000.000252.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,17/10/2022,AQUISIÇÃO DE MOBILIÁRIO,11.191.106/0001-36 - MARIA SANDRIMARIA DE LIMA CAVALCANTE,"19.020,00"
15.000.000054.2022,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,18/10/2022,"SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO E LIMPEZA",10.774.803/0001-57 - CONTRATE SERVICOS LTDA,"236.562,48"
21.901.000222.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,18/10/2022,SERVIÇOS DE MANUTENÇÃO DE PONTO ELETRÔNICO,07.443.677/0001-43 - RH CENTER LTDA - ME,"1.600,00"
25.000.006035.2022,SECRETARIA DE ESTADO DA SAÚDE,18/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"175.679,28"
25.000.009720.2022,SECRETARIA DE ESTADO DA SAÚDE,18/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"356.925,60"
07.000.000516.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",19/10/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE VEÍCULO,02.502.673/0001-75 - WELL CAR COMISSÁRIA DE VEICULOS LTDA,"45.840,00"
26.201.006423.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,19/10/2022,LOCAÇÃO DE IMOVEL - MUNICIPIO DE PAULISTA,097.258.954-60 - CAIQUE FERREIRA DA SILVA PEREIRA,"6.984,00"
31.205.010284.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,19/10/2022,"CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE DESMONTAGEM, TRANSPORTE E MONTAGEM DE ARQUIVOS DESLIZANTES",38.054.613/0001-84 - JCL COMERCIO DE MOVEIS CORPORATIVOS E MONTAGEM EIRELI,"27.800,00"
07.000.000521.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",20/10/2022,AQUISIÇÃO DE SAPATILHAS DE ATLETISMO,42.867.490/0001-78 - SPORTS TEXTIL COMERCIO DE ARTIGOS E EVENTOS LTDA,"9.960,00"
15.201.001316.2022,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,20/10/2022,CONTRATAÇÃO DE EMPRESA  PARA A ABERTURA DE  CONTA GARANTIA,00.000.000/0001-91 - BANCO DO BRASIL SA,"2.515,00"
25.000.005888.2022,SECRETARIA DE ESTADO DA SAÚDE,20/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150 MG) ,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"172.281,20"
25.203.008758.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,20/10/2022,EMERGENCIAL MATERIAIS MÉDICOS DIVERSOS,42.004.633/0001-18 - HEART MEDICAL MATERIAL HOSPITALAR LTDA,"54.211,10"
25.215.000126.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/10/2022,SERVIÇOS DE LOCAÇÃO DE LICENÇA DE USO DE SOFTWARE PARA GESTÃO HOSPITALAR DE SAÚDE PÚBLICA ,01.790.382/0001-67 - VITAI SOLUCOES LTDA,"67.200,00"
25.215.000133.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/10/2022,"AQUISIÇÃO DE GASES MEDICINAIS, COM COMODATO",24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"1.559.213,25"
25.215.000134.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/10/2022,SERVIÇO DE MANUT PREVENT E CORRETI EM EQUIP DE REFRIGERAÇÃO COM FORNECIMENTO DE PEÇAS,34.157.179/0001-07 - ABSOLUTA SERVICOS ASSESSORIA EMPRESARIAL E COMERCIO LTDA,"48.000,00"
25.215.000135.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,20/10/2022,SERVIÇO DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM ELEVADORES COM FORNECIMENTO DE PEÇAS,22.787.852/0001-03 - ACESSE COMÉRCIO E EMPREENDIMENTOS EIRELI,"16.740,00"
26.201.007481.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,20/10/2022,LOCAÇÃO DE IMÓVEL - MUNICÍPIO DE TEIXEIRA,219.214.074-68 - RITA NUNES PEREIRA,"25.560,00"
25.203.008462.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,21/10/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM SERVIÇO DE VÍDEO MONITORAMENTO,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"222.000,00"
25.203.009477.2022R1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,21/10/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM HIGIENIZAÇÃO HOSPITALAR,04.427.309/0001-13 - ALERTA SERVIÇOS EIRELI - ME,"1.472.743,32"
25.215.000136.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,21/10/2022,AQUISIÇÃO DE MATERIAL MÉDICO SANEANTES,40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA,"73.480,60"
26.201.023584.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,21/10/2022,LOCAÇÃO DE IMÓVEL - MUNICÍPIO DE AREIA,086.119.164-17 - BRAZ PERAZZO NETO,"41.400,00"
21.901.000230.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,24/10/2022,SERVIÇOS DE LOCAÇÃO DE MESAS E CADEIRAS,03.781.322/0001-03 - HEMERSON PROMOCOES ARTISTICAS,"8.616,00"
25.000.077883.2022,SECRETARIA DE ESTADO DA SAÚDE,24/10/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PERTUZUMABE 420MG/14ML, SOL. DIL INFUS IV)",33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"116.675,79"
07.000.000526.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",25/10/2022,AQUISIÇÃO DE BRINDES PARA O EVENTO DE PREMIAÇÃO DO PROGRAMA OUSE CRIAR,07.046.164/0001-07 - L & J TRANSFER LTDA.,"36.290,00"
26.201.006433.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,25/10/2022,LOCAÇÃO DE IMÓVEL - MUNICÍPIO DE SÃO JOÃO DO RIO DO PEIXE,601.075.024-53 - MARIA DAS GRAÇAS DANTAS FORMIGA,"9.360,00"
250.000.063.462.022,SECRETARIA DE ESTADO DA SAÚDE,25/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150 MG),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"172.281,00"
252.150.001.372.022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,25/10/2022,SERVIÇO DE OUTSOURCING DE IMPRESSÃO,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"125.52,00"
25.000.005371.2022,SECRETARIA DE ESTADO DA SAÚDE,26/10/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ISOTRETINOÍNA 20 MG E NAPROXENO 500 MG) ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","273.188,04"
25.215.000143.2022R1,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,26/10/2022,AQUISIÇÃO DE MATERIAL MÉDICO - DIVERSOS E SONDAS,"66.437.831/0001-33 - HTS TECNOLOGIA EM SAÚDE, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA","96.115,00"
30.000.002686.2022,ENCARGOS GERAIS DO ESTADO,26/10/2022,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA SOUSA,Razão Social não encontrada,"2.850,00"
30.000.012192.2022,ENCARGOS GERAIS DO ESTADO,26/10/2022,LOCAÇÃO DE IMÓVEL EEEF EVERALDO AGRA MASSARANDUBA,Razão Social não encontrada,"1.200,00"
21.901.000237.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,27/10/2022,AQUISIÇÃO DE MOBILIÁRIO,09.156.195/0001-38 - ALFAPRINT LOCACOES EIRELI - ME,"53.893,00"
30.000.004271.2022,ENCARGOS GERAIS DO ESTADO,27/10/2022,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA PARTAGE SHOPPING CG,Razão Social não encontrada,"24.000,00"
30.000.192054.2022,ENCARGOS GERAIS DO ESTADO,27/10/2022,LOCAÇÃO DE IMÓVEL 4ª GERÊNCIA REGIONAL DE EDUCAÇÃO CUITÉ,Razão Social não encontrada,"3.500,00"
38.000.000297.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,27/10/2022,AQUISIÇÃO DE CONES,"24.041.187/0001-30 - NORDESTE SERVIÇO DE INSTALAÇÃO DE PORTAS E COMÉRCIO DE FERRAMENTAS, MADEIRA E BORRACHA EIRELI","14.390,00"
25.215.000145.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,28/10/2022,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,39.432.332/0001-80 - JAC COMERCIO DE PRODUTOS EIRELI,"59.938,80"
25.215.000147.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,28/10/2022,AQUISIÇÃO DE MATERIAL DESCARTÁVEL E DIVERSOS,28.769.083/0001-05 - SABRA ENEAS DE SOUZA,"1.020.318,40"
