Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
250.000.003.772.023,DISPENSA DE LICITAÇÃO,3/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,3/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,10.878,10878
250.000.005.212.023,DISPENSA DE LICITAÇÃO,3/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 10.000 UI) ,3/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 10.000 UI) ,Compra de Medicamentos,07.484.373/0001-24 - UNI HOSPITALAR LTDA,123.984,123984
250.000.149.372.023,DISPENSA DE LICITAÇÃO,3/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,3/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,145.345,145345
190.000.010.482.023,DISPENSA DE LICITAÇÃO,6/3/2023,1,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,SEAD,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,45080,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,Alimentação Hospitalar,44.212.000/0001-20 - DELES DE MATTOS DIONISIO ARRUDA,12.058,12058
250.000.046.962.023,DISPENSA DE LICITAÇÃO,6/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,6/3/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,Contratação de serviços em geral,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE LTDA - EPP.,155,155000
250.000.146.702.023,DISPENSA DE LICITAÇÃO,6/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40 MG/ML,6/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40 MG/ML,Compra de Medicamentos,18.459.628/0097-67 - BAYER S.A.,486.316,486316
250.000.146.712.023,DISPENSA DE LICITAÇÃO,6/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,6/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,352.814,352814
253.010.000.112.023,DISPENSA DE LICITAÇÃO,6/3/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,SES,CONJUNTO VIBRADOR ÓSSEO,6/3/2023,CONJUNTO VIBRADOR ÓSSEO,Materiais e Equipamentos Hospitalares,04.090.383/0001-97 - TAPA SERVIÇOS ESPECIALIZADOS EM AASIEIRELI,4.09,4090
70.000.001.032.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA JUVENTUDE,SEJ,,,,nan,,,
79.010.001.092.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,SEJEL,AQUISIÇÃO DE BOMBA SUBMERSA,7/3/2023,AQUISIÇÃO DE BOMBA SUBMERSA,Materiais de Expediente,24.970.943/0001-05 - LOJA FER COMERCIO DE FERRAMENTAS LTDA,2.38,2380
222.010.003.562.023,DISPENSA DE LICITAÇÃO,7/3/2023,,SEC,SEC,AQUISIÇÃO DE MATERIAL PERMANENTE E DE CONSUMO.,7/3/2023,AQUISIÇÃO DE MATERIAL PERMANENTE E DE CONSUMO.,Compra de material permanente,Razão Social não encontrada,21,21000
250.000.000.652.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,7/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,56.998.701/0034-84 - ABBOTT LABORATORIOS DO BRASIL LTDA,62.982,62982
250.000.003.902.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,7/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,835,835
250.000.005.042.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,7/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,404.01,404010
250.000.142.192.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),7/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,1.514.069,1514069
250.000.153.092.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,45110,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,Suplementos e Leite Fórmula,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,63.27,63270
252.050.124.552.023,DISPENSA DE LICITAÇÃO,7/3/2023,1,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,SES,MANUTENÇÃO CORRETIVA E PREVENTIVA DE EQUIPAMENTOS COM REPOSIÇÃO DE PEÇAS,7/3/2023,MANUTENÇÃO CORRETIVA E PREVENTIVA DE EQUIPAMENTOS COM REPOSIÇÃO DE PEÇAS,Conserto e Manutenção de equipamentos,25.206.944/0001-40 - LUCAS FRANCO PACIFICO 70021398437,53.4,53400
252.050.124.562.023,DISPENSA DE LICITAÇÃO,7/3/2023,2,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,SES,AQUISIÇÃO DE CONTRASTE RADIOLÓGICO,7/3/2023,AQUISIÇÃO DE CONTRASTE RADIOLÓGICO,Materiais e Equipamentos Hospitalares,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,180.6,180600
79.010.001.112.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,SEJEL,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE DESINSTALAÇÃO E INSTALAÇÃO DE BOMBAS SUBMERSAS,8/3/2023,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE DESINSTALAÇÃO E INSTALAÇÃO DE BOMBAS SUBMERSAS,Contratação de serviços em geral,24.117.731/0001-80 - HIDROTEC - PER.E INSTALACAO DE POCOS LTDA,14.425,14425
250.000.000.632.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (BEVACIZUMABE 25 MG/ML SOL. INJ. DE 04ML E DE 16M,8/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (BEVACIZUMABE 25 MG/ML SOL. INJ. DE 04ML E DE 16M,Compra de Medicamentos,33.009.945/0001-23 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A,4.777.428,4777428
250.000.000.642.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABIRATERONA ACETATO 250 MG),8/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABIRATERONA ACETATO 250 MG),Compra de Medicamentos,26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP.LTDA,978,978000
250.000.101.212.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SUCCINATO RIBOCICLIBE 200MG) ,8/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SUCCINATO RIBOCICLIBE 200MG) ,Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,91.048,91048
250.000.132.772.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO DE EMPRESA P MANUT CORRT E PREV EM EQUIPAMENTOS,8/3/2023,CONTRATAÇÃO DE EMPRESA P MANUT CORRT E PREV EM EQUIPAMENTOS,Conserto e Manutenção de equipamentos,10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,285.78,285780
252.350.000.222.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA EQUIPAMENTOS,8/3/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA EQUIPAMENTOS,Conserto e Manutenção de equipamentos,45.934.053/0001-18 - H3 SERVIÇOS E EQUIPAMENTOS LTDA,561.18,561180
252.400.000.832.023,DISPENSA DE LICITAÇÃO,8/3/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,SERVIÇO DE LOCAÇÃO DE GERADOR,8/3/2023,SERVIÇO DE LOCAÇÃO DE GERADOR,Contratação de serviços em geral,15.353.461/0001-15 - AMBAR SERVICOS EIRELI,76.734,76734
25.301.000010.2023R1,DISPENSA DE LICITAÇÃO,8/3/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE ELÉTRICA.,8/3/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE ELÉTRICA.,Contratação de serviços em geral,38.949.834/0001-10 - JASON CRISLEY FIDELIS MAIA,11.8,11800
252.150.000.222.023,DISPENSA DE LICITAÇÃO,9/3/2023,1,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR COM REPOSIÇÃO DE PEÇAS,9/3/2023,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR COM REPOSIÇÃO DE PEÇAS,Conserto e Manutenção de equipamentos,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,210,210000
270.000.013.642.023,DISPENSA DE LICITAÇÃO,9/3/2023,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,FORNECIMENTO DE PASSAGEM AÉREA,,,Contratação de serviços em geral,,,
100.000.000.312.023,DISPENSA DE LICITAÇÃO,10/3/2023,1,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,SEMDH,AQUISIÇÃO DE CERCA ELETRICA E COMPONENTES,10/3/2023,AQUISIÇÃO DE CERCA ELETRICA E COMPONENTES,Obras e serviços de engenharia,11.666.572/0001-20 - SEGPOL SEGURANÇA ELETRONICA,3.708,3708
250.000.001.392.023,DISPENSA DE LICITAÇÃO,10/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,10/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,1.081.198,1081198
250.000.005.342.023,DISPENSA DE LICITAÇÃO,10/3/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,10/3/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,58.291,58291
250.000.003.762.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,2.136.758,2136758
250.000.003.832.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,1.201.699,1201699
250.000.003.842.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,1.161.576,1161576
250.000.003.862.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,1.023.847,1023847
250.000.005.102.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,911.619,911619
250.000.005.202.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,1.636.172,1636172
250.000.005.292.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,450.994,450994
250.000.005.302.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,660.369,660369
250.000.005.322.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,590.785,590785
250.000.008.932.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,712.26,712260
250.000.104.002.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,787.888,787888
250.000.153.602.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,13/03/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,Suplementos e Leite Fórmula,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,147,147000
312.070.000.092.023,DISPENSA DE LICITAÇÃO,13/03/2023,1,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,SECTMA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM AGENCIAMENTO DE VIAGENS,13/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM AGENCIAMENTO DE VIAGENS,Contratação de serviços em geral,20.741.527/0001-84 - VIVARE,57,57000
222.010.003.862.023,DISPENSA DE LICITAÇÃO,14/03/2023,4,SEC,SEC,MATERIAL DE CONSUMO.,14/03/2023,MATERIAL DE CONSUMO.,Materiais de Expediente,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,52.475,52475
250.000.001.352.023,DISPENSA DE LICITAÇÃO,14/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARGINA 100 UI/ML SOL. INJ. 3 ML,14/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARGINA 100 UI/ML SOL. INJ. 3 ML,Compra de Medicamentos,04.752.991/0001-10 - BIOMM S/A,2.160.000,2160000
250.000.003.922.023,DISPENSA DE LICITAÇÃO,14/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,14/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,07.484.373/0001-24 - UNI HOSPITALAR LTDA,268.164,268164
250.000.005.082.023,DISPENSA DE LICITAÇÃO,14/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
250.000.005.242.023,DISPENSA DE LICITAÇÃO,14/03/2023,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,14/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,26.921.908/0001-21 - HOSPFAR IND.E COM.DE PROD.HOSPITALARES LTDA,460.405,460405
262.010.060.232.023,DISPENSA DE LICITAÇÃO,14/03/2023,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE LICENCIAMENTO DE SOFTWARE INTEGRADO GESTOR DE AUTO DE INFRAÇÃO,14/03/2023,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE LICENCIAMENTO DE SOFTWARE INTEGRADO GESTOR DE AUTO DE INFRAÇÃO,Serviços de TI,24.144.040/0001-75 - SERTTEL LTDA,524.345,524345
380.000.000.492.023,DISPENSA DE LICITAÇÃO,14/03/2023,1,POLICIA CIVIL DO ESTADO DA PARAIBA,PCPB,AQUISIÇÃO DE CONSUMÍVEIS (PEÇAS) PARA O CROMATÓGRAFO GASOSO (NULF),14/03/2023,AQUISIÇÃO DE CONSUMÍVEIS (PEÇAS) PARA O CROMATÓGRAFO GASOSO (NULF),Materiais e Equipamentos Hospitalares,01.530.501/0002-23 - CARVALHAES PRODUTOS PARA LABORATÓRIO LTDA,12.483,12483
250.000.001.682.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,15/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,02.513.899/0001-71 - GRIFOLS BRASIL LTDA,66.24,66240
250.000.006.032.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TRIPTORRELINA 22,,,Compra de Medicamentos,,,
250.000.010.992.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE KIT ACCU-CHECK,15/03/2023,AQUISIÇÃO EMERGENCIAL DE KIT ACCU-CHECK,Materiais e Equipamentos Hospitalares,05.329.222/0001-76 - SELLENE COMERCIO E REPRESENTACOES LTDA,41.037,41037
250.000.013.482.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SULFATO DE SELUMETINIBE 10MG),15/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SULFATO DE SELUMETINIBE 10MG),Compra de Medicamentos,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,1.488.877,1488877
252.150.000.292.023,DISPENSA DE LICITAÇÃO,15/03/2023,3,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,INSUMOS AGÊNCIA TRANSFUSIONAL,15/03/2023,INSUMOS AGÊNCIA TRANSFUSIONAL,Materiais e Equipamentos Hospitalares,06.242.018/0001-86 - EXPANSAO COM.DE PROD.DE DIAGNOSTICOS LTDA,74.417,74417
252.160.000.692.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,CONTRAT. DE EMP. PARA SERV. DE ENGENHARIA CLÍNICA  NOS EQUIP. MÉDICO HOSPITALAR CARÁTER EMERGENCIAL,15/03/2023,CONTRAT. DE EMP. PARA SERV. DE ENGENHARIA CLÍNICA  NOS EQUIP. MÉDICO HOSPITALAR CARÁTER EMERGENCIAL,Obras e serviços de engenharia,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,925.05,925050
259.010.000.072.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,SES,AQUISIÇÃO DE MATERIAL DE CONSUMO - GÊNEROS ALIMENTÍCIOS,15/03/2023,AQUISIÇÃO DE MATERIAL DE CONSUMO - GÊNEROS ALIMENTÍCIOS,Alimentação Hospitalar,14.805.107/0001-11 - HUMBERTO SALGADO ACIOLY JUNIOR EMPREENDIMENTOS,5.575,5575
380.000.000.322.023,DISPENSA DE LICITAÇÃO,15/03/2023,3,POLICIA CIVIL DO ESTADO DA PARAIBA,PCPB,AQUISIÇÃO DE MOBILIÁRIO PARA DIJ E BO ,15/03/2023,AQUISIÇÃO DE MOBILIÁRIO PARA DIJ E BO ,Compra de material permanente,33.737.137/0001-82 - PONTUAL COMERCIO DE MOVEIS PARA ESCRITORIO LTDA,24.628,24628
380.000.000.512.023,DISPENSA DE LICITAÇÃO,15/03/2023,1,POLICIA CIVIL DO ESTADO DA PARAIBA,PCPB,CONTRATAÇÃO DE SERVIÇOS DE AGENCIAMENTO DE PASSAGENS AÉREAS,15/03/2023,CONTRATAÇÃO DE SERVIÇOS DE AGENCIAMENTO DE PASSAGENS AÉREAS,Contratação de serviços em geral,10.716.021/0001-61 - MAIS VIAGENS E TURISMO LTDA,48.65,48650
222.010.004.172.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SEC,SEC,MATERIAL PERMANENTE.,16/03/2023,MATERIAL PERMANENTE.,Compra de material permanente,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,1.399,1399
239.010.000.222.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,CORPO DE BOMBEIROS MILITAR DA PARAÍBA,BMPB,AQUISIÇÃO DE COLCHÕES PARA A ABMAP,16/03/2023,AQUISIÇÃO DE COLCHÕES PARA A ABMAP,Materiais e Equipamentos Hospitalares,29.000.107/0001-11 - CONFIANÇA INDUSTRIA E COMERCIO DE COLCHÕES LTDA,26.25,26250
250.000.003.952.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CODEÍNA 30 MG) ,16/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CODEÍNA 30 MG) ,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,23.324,23324
250.000.005.182.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MORFINA 30 MG) ,16/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MORFINA 30 MG) ,Compra de Medicamentos,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,63.627,63627
250.000.008.132.023,DISPENSA DE LICITAÇÃO,16/03/2023,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (NEO ADVANCE 400G) ,16/03/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (NEO ADVANCE 400G) ,Suplementos e Leite Fórmula,34.921.773/0001-22 - SUPERA MED HOSPITALAR LTDA,81,81000
