Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,Modalidade2,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor
252.030.128.762.023,DISPENSA DE LICITAÇÃO,9/1/2023,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,EMERGENCIAL DE OXIGÊNIO LÍQUIDO,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,9/1/2023,EMERGENCIAL DE OXIGÊNIO LÍQUIDO,24.380.578/0020-41 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA,503.52,503520
222.010.000.262.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,10/1/2023,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,12.727.476/0001-08 - S & A EVENTOS EIRELI - ME,6,6
250.000.003.822.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO,SECRETARIA DE ESTADO DA SAÚDE,10/1/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO,12.646.171/0003-33 - CENTRO PARAIBANO DE CLÍNICA E CIRURGIA DE OLHOS LTDA - ME,3,3000
250.000.107.602.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DO MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,10/1/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DO MEDICAMENTO,12.646.171/0003-33 - CENTRO PARAIBANO DE CLÍNICA E CIRURGIA DE OLHOS LTDA - ME,12,12000
250.000.125.922.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA P PRESTAÇÃO DE SERVIÇOS MÉD P APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,SECRETARIA DE ESTADO DA SAÚDE,10/1/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA P PRESTAÇÃO DE SERVIÇOS MÉD P APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,12.646.171/0003-33 - CENTRO PARAÍBANO DE CLINICA E CIRURGIA DE OLHOS LTDA.,6,6000
250.000.132.612.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA ,SECRETARIA DE ESTADO DA SAÚDE,10/1/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,12,12000
250.000.140.132.023,DISPENSA DE LICITAÇÃO,10/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTOS (ÁCIDO ACETILSALICÍLICO 100 MG TAMPONADO E ROSUVASTATINA CÁLCICA 10 MG),SECRETARIA DE ESTADO DA SAÚDE,10/1/2023,MEDICAMENTOS (ÁCIDO ACETILSALICÍLICO 100 MG TAMPONADO E ROSUVASTATINA CÁLCICA 10 MG),04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,788,788
250.000.093.302.023,DISPENSA DE LICITAÇÃO,11/1/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA,SECRETARIA DE ESTADO DA SAÚDE,11/1/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA,12.646.171/0001-71 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA,3,3000
252.080.000.052.023,DISPENSA DE LICITAÇÃO,11/1/2023,1,SES/COMPLEXO DE SAÚDE DE PICUÍ,SERVIÇO DE LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (AR COMPRIMIDO,,,,,,
252.080.000.062.023,DISPENSA DE LICITAÇÃO,11/1/2023,1,SES/COMPLEXO DE SAÚDE DE PICUÍ,SERVIÇO DE MANUTENÇÃO PREV. E CORRET. EM EQUIPAMENTOS MÉDICOS E HOSPITALARES COM REPOSIÇÃO DE PEÇAS,SES/COMPLEXO DE SAÚDE DE PICUÍ,11/1/2023,SERVIÇO DE MANUTENÇÃO PREV. E CORRET. EM EQUIPAMENTOS MÉDICOS E HOSPITALARES COM REPOSIÇÃO DE PEÇAS,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,168,168000
252.080.000.072.023,DISPENSA DE LICITAÇÃO,11/1/2023,1,SES/COMPLEXO DE SAÚDE DE PICUÍ,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM APARELHOS DE AR-CONDICIONADO COM REPOSIÇÃO DE PEÇAS,SES/COMPLEXO DE SAÚDE DE PICUÍ,11/1/2023,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM APARELHOS DE AR-CONDICIONADO COM REPOSIÇÃO DE PEÇAS,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,60,60000
252.080.000.032.023,DISPENSA DE LICITAÇÃO,12/1/2023,,SES/COMPLEXO DE SAÚDE DE PICUÍ,MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO,SES/COMPLEXO DE SAÚDE DE PICUÍ,12/1/2023,MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO,Razão Social não encontrada,150.313,150313
252.080.000.092.023,DISPENSA DE LICITAÇÃO,13/01/2023,1,SES/COMPLEXO DE SAÚDE DE PICUÍ,AQUISIÇÃO DE ÁGUA MINERAL,SES/COMPLEXO DE SAÚDE DE PICUÍ,13/01/2023,AQUISIÇÃO DE ÁGUA MINERAL,26.489.415/0001-64 - IRENE MACEDO BARROS,33.12,33120
250.000.076.482.023,DISPENSA DE LICITAÇÃO,16/01/2023,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS MOTORIZADA ,SECRETARIA DE ESTADO DA SAÚDE,16/01/2023,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS MOTORIZADA ,18.485.178/0001-35 - LA COMERCIO DE PRODUTOS ORTOPEDICOS LTDA ME,12,12000
250.000.099.472.023,DISPENSA DE LICITAÇÃO,16/01/2023,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,16/01/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.050.125.232.023,DISPENSA DE LICITAÇÃO,16/01/2023,6,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,MEDICAMENTOS COMPRIMIDOS,,,,,,
252.050.125.252.023,DISPENSA DE LICITAÇÃO,16/01/2023,3,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE CURATIVOS,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,16/01/2023,AQUISIÇÃO DE CURATIVOS,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,326.928,326928
100.000.000.082.023,DISPENSA DE LICITAÇÃO,17/01/2023,1,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE REFEIÇÃO PARA EVENTOS ,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,17/01/2023,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE REFEIÇÃO PARA EVENTOS ,16.631.594/0001-79 - DROP'S BUFFET,,
100.000.000.092.023,DISPENSA DE LICITAÇÃO,17/01/2023,1,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE LOCAÇÃO DE CAMERA ,,,,,,
222.010.000.882.023,DISPENSA DE LICITAÇÃO,17/01/2023,1,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/01/2023,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,30,30000
250.000.138.682.023,DISPENSA DE LICITAÇÃO,17/01/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA ,,,,,,
252.050.125.302.023,DISPENSA DE LICITAÇÃO,17/01/2023,3,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE MATERIAL HOSPITALAR - EPI S,,,,,,
252.080.000.112.023,DISPENSA DE LICITAÇÃO,18/01/2023,5,SES/COMPLEXO DE SAÚDE DE PICUÍ,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.370.000.102.023,DISPENSA DE LICITAÇÃO,18/01/2023,8,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS,,,,,,
252.370.000.142.023,DISPENSA DE LICITAÇÃO,18/01/2023,13,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),AQUISICAO DE MEDICAMENTOS DIVERSOS,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/01/2023,AQUISICAO DE MEDICAMENTOS DIVERSOS,21.596.736/0001-44 - ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,246.545,246545
252.370.000.152.023,DISPENSA DE LICITAÇÃO,18/01/2023,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE DIAGNOSTICO LABORATORIAIS DE ANALISES CLINICAS,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/01/2023,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE DIAGNOSTICO LABORATORIAIS DE ANALISES CLINICAS,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,337.431,337431
100.000.000.122.023,DISPENSA DE LICITAÇÃO,19/01/2023,1,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,SERVIÇO DE MANUTENÇÃO PREDIAL - ENTREGA DO IMOVEL ONDE FUNCIONAVA A CASA ABRIGO ARYANE THAIS,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,19/01/2023,SERVIÇO DE MANUTENÇÃO PREDIAL - ENTREGA DO IMOVEL ONDE FUNCIONAVA A CASA ABRIGO ARYANE THAIS,39.922.314/0001-87 - TORRES CONSTRUÇÕES LTDA,47.364,47364
100.000.000.132.023,DISPENSA DE LICITAÇÃO,19/01/2023,3,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,19/01/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA - EPP,31.406,31406
252.030.001.192.023,DISPENSA DE LICITAÇÃO,19/01/2023,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SERVIÇO EMERGENCIAL DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS EM APARELHOS DE AR ,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,19/01/2023,SERVIÇO EMERGENCIAL DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS EM APARELHOS DE AR ,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,75.57,75570
252.030.001.202.023,DISPENSA DE LICITAÇÃO,19/01/2023,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,LOCAÇÃO EMERGENCIAL DE USINA DE GASES MEDICINAIS E VÁCUO,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,19/01/2023,LOCAÇÃO EMERGENCIAL DE USINA DE GASES MEDICINAIS E VÁCUO,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,66,66000
252.060.000.352.023,DISPENSA DE LICITAÇÃO,19/01/2023,1,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,AQUISIÇÃO DE GASES MEDICINAIS,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,19/01/2023,AQUISIÇÃO DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,242.769,242769
252.080.000.122.023,DISPENSA DE LICITAÇÃO,19/01/2023,3,SES/COMPLEXO DE SAÚDE DE PICUÍ,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,SES/COMPLEXO DE SAÚDE DE PICUÍ,19/01/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,25.354.054/0001-86 - J L F MARTINS SUPERMERCADO NORDESTINO LTDA,315.631,315631
312.050.000.792.023,DISPENSA DE LICITAÇÃO,19/01/2023,1,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,SERVIÇOS DE JARDINAGEM,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,19/01/2023,SERVIÇOS DE JARDINAGEM,32.768.081/0001-60 - CLEBER AUGUSTO MACHADO DA SILVA 96620412149,18,18000
222.010.001.212.023,DISPENSA DE LICITAÇÃO,20/01/2023,4,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,MATERIAL DE CONSUMO.,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,20/01/2023,MATERIAL DE CONSUMO.,97.552.790/0001-50 - SAMPAIO LEITE CONSTRUCOES LTDA,27.455,27455
222.010.001.222.023,DISPENSA DE LICITAÇÃO,20/01/2023,3,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,MATERIAL DE CONSUMO - ÁGUA MINERAL,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,20/01/2023,MATERIAL DE CONSUMO - ÁGUA MINERAL,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,20.843,20843
252.400.000.032.023,DISPENSA DE LICITAÇÃO,20/01/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,FORNECIMENTO DE REFEIÇÕES TIPO QUENTINHAS,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,20/01/2023,FORNECIMENTO DE REFEIÇÕES TIPO QUENTINHAS,15.081.369/0001-43 - IS RISTO GASTRONOMIA LTDA,4.023.180,4023180
252.080.000.132.023,DISPENSA DE LICITAÇÃO,23/01/2023,4,SES/COMPLEXO DE SAÚDE DE PICUÍ,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,SES/COMPLEXO DE SAÚDE DE PICUÍ,23/01/2023,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,17.227.485/0001-53 - L G PRODUTOS HOSPITALARES LTDA,2.113.809,2113809
252.130.000.352.023,DISPENSA DE LICITAÇÃO,23/01/2023,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS LABORATORIAIS E HOSPITALARES,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,23/01/2023,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS LABORATORIAIS E HOSPITALARES,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,438,438000
253.010.000.012.023,DISPENSA DE LICITAÇÃO,23/01/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO E SUPORTE TÉCNICO DE PONTO ELETRÔNICO,,,,,,
190.000.003.922.023,DISPENSA DE LICITAÇÃO,24/01/2023,1,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,CONTRATAÇÃO DE SEGURO DE ESTAGIÁRIO ,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,24/01/2023,CONTRATAÇÃO DE SEGURO DE ESTAGIÁRIO ,87.883.807/0001-06 - MBM SEGURADORA SA,361,361
250.000.109.672.023,DISPENSA DE LICITAÇÃO,24/01/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,SECRETARIA DE ESTADO DA SAÚDE,24/01/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,3,3000
250.000.128.952.023,DISPENSA DE LICITAÇÃO,24/01/2023,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,SECRETARIA DE ESTADO DA SAÚDE,24/01/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,3,3000
252.400.000.052.023,DISPENSA DE LICITAÇÃO,24/01/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,LOCAÇÃO DE 01 (UM) APARELHO ARCO CIRÚRGICO,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/01/2023,LOCAÇÃO DE 01 (UM) APARELHO ARCO CIRÚRGICO,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,171,171000
253.010.000.022.023,DISPENSA DE LICITAÇÃO,25/01/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,AQUISIÇÃO DE ÁGUA MINERAL CONFORME DEFINIDO NO TERMO DE REFERÊNCIA,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,25/01/2023,AQUISIÇÃO DE ÁGUA MINERAL CONFORME DEFINIDO NO TERMO DE REFERÊNCIA,30.195.510/0001-22 - VICENTE AFONSO SARMENTO GADELHA,6,6000
252.030.001.742.023,DISPENSA DE LICITAÇÃO,26/01/2023,2,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,COMPRA EMERGÊNCIAL DE  DESCARTAVÉIS,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,26/01/2023,COMPRA EMERGÊNCIAL DE  DESCARTAVÉIS,12.596.148/0001-10 - JOSÉ FRANCISCO DE ANDRADE JUNIOR COMERCIAL ANDRADE,412.96,412960
370.000.000.112.023,DISPENSA DE LICITAÇÃO,26/01/2023,1,SECRETARIA DE ESTADO DO PLANEJAMENTO,,,,,,,
220.000.029.582.023,DISPENSA DE LICITAÇÃO,27/01/2023,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,AQUISIÇÃO DE PRODUTO QUÍMICO ( DICLORO ISOCIANURATO),SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,27/01/2023,AQUISIÇÃO DE PRODUTO QUÍMICO ( DICLORO ISOCIANURATO),20.476.623/0001-42 - CARBALLO COMERCIO LTDA - EPP,40.78,40780
252.400.000.092.023,DISPENSA DE LICITAÇÃO,27/01/2023,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SERVIÇOS DE EXAMES POR IMAGEM DE TOMOGRAFIA COMPUTADORIZADA,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,27/01/2023,SERVIÇOS DE EXAMES POR IMAGEM DE TOMOGRAFIA COMPUTADORIZADA,08.716.557/0001-35 - CLINICA RADIOLOGICA DR. WANDERLEY LTDA,314.895,314895
219.010.000.092.023,DISPENSA DE LICITAÇÃO,30/01/2023,1,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,SERVIÇOS DE COFFEE BREAK - O EMPREENDER E AS CIDADES,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,30/01/2023,SERVIÇOS DE COFFEE BREAK - O EMPREENDER E AS CIDADES,16.631.594/0001-79 - DROP'S BUFFET,,
253.010.000.032.023,DISPENSA DE LICITAÇÃO,30/01/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,AQUISIÇÃO DE TESTES PSICOLÓGICO,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,30/01/2023,AQUISIÇÃO DE TESTES PSICOLÓGICO,08.778.268/0058-04 - JOALISON DE ALMEIDA GOMES,14.54,14540
253.010.000.042.023,DISPENSA DE LICITAÇÃO,30/01/2023,1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM DEDETIZAÇÃO,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,30/01/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM DEDETIZAÇÃO,37.441.609/0001-06 - MATHEUS ALMEIDA DE MATOS FIGUEIREDO,1.5,1500
252.160.000.792.023,DISPENSA DE LICITAÇÃO,31/01/2023,2,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,CONTRAT. DE EMP. ESP. MANUT. PREV. CORR. EM MACAS HIDRÁULICAS E CAMAS ELÉTRICAS CARÁTER EMERGENCIAL,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,31/01/2023,CONTRAT. DE EMP. ESP. MANUT. PREV. CORR. EM MACAS HIDRÁULICAS E CAMAS ELÉTRICAS CARÁTER EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,468.3,468300
260.000.010.522.023,DISPENSA DE LICITAÇÃO,31/01/2023,1,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,PASSAGENS AÉREAS,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,31/01/2023,PASSAGENS AÉREAS,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,2.5,2500
312.020.003.332.023,DISPENSA DE LICITAÇÃO,31/01/2023,1,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,AQUISIÇÃO DE PASSAGENS AÉREAS NACIONAIS.,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,31/01/2023,AQUISIÇÃO DE PASSAGENS AÉREAS NACIONAIS.,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,11.784,11784
329.019.000.022.023,DISPENSA DE LICITAÇÃO,31/01/2023,1,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,AQUIS. DE EQUIPAMENTOS DE INFORMÁTICA (NOTEBOOK) PARA ATENDER DEMANDAS DE SETORES DA SEDAP.,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,31/01/2023,AQUIS. DE EQUIPAMENTOS DE INFORMÁTICA (NOTEBOOK) PARA ATENDER DEMANDAS DE SETORES DA SEDAP.,48.572.327/0001-64 - EDSON DE ALBUQUERQUE BEZERRA,420,420000
70.000.000.182.023,DISPENSA DE LICITAÇÃO,1/2/2023,1,SECRETARIA DE ESTADO DA JUVENTUDE,,,,,,,
252.160.000.662.023,DISPENSA DE LICITAÇÃO,1/2/2023,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SERVIÇO DE MANUTENÇÃO NO SISTEMA DE VÁCUO HOSPITALAR,,,,,,
252.160.000.682.023,DISPENSA DE LICITAÇÃO,1/2/2023,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,CONTRATAÇÃO DE EMP. PARA MANUT. NOS EQUIP. DE ESTERELIZAÇÃO E LAVANDERIA,,,,,,
329.019.000.042.023,DISPENSA DE LICITAÇÃO,1/2/2023,1,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,CONTRAT.DE EMPRESA DE SERV. DE DEDETIZAÇÃO,,,,,,
100.000.000.192.023,DISPENSA DE LICITAÇÃO,2/2/2023,1,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,SERVIÇO DE SEGURANÇA ELETRONICA,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,2/2/2023,SERVIÇO DE SEGURANÇA ELETRONICA,11.666.572/0001-20 - SEGPOL SEGURANÇA ELETRONICA,24.75,24750
329.019.000.052.023,DISPENSA DE LICITAÇÃO,2/2/2023,1,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,AQUIS.DE MAT. PERMANENTE (02 DRONES) P/ATENDER DEFESA AGROPECUÁRIA,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,2/2/2023,AQUIS.DE MAT. PERMANENTE (02 DRONES) P/ATENDER DEFESA AGROPECUÁRIA,25.206.944/0001-40 - LUCAS FRANCO PACIFICO 70021398437,17.8,17800
329.019.000.062.023,DISPENSA DE LICITAÇÃO,2/2/2023,1,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,CONTRAT.DE EMPRESA ESPEC. NA PREST. DE SERV. CONSULTORIA E ACOMP. DE PROJETOS CONVÊNIO E EMENDAS,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,2/2/2023,CONTRAT.DE EMPRESA ESPEC. NA PREST. DE SERV. CONSULTORIA E ACOMP. DE PROJETOS CONVÊNIO E EMENDAS,10.954.450/0001-77 - IRAMILTON SATIRO DA NOBREGA,54,54000
70.000.000.232.023,DISPENSA DE LICITAÇÃO,3/2/2023,1,SECRETARIA DE ESTADO DA JUVENTUDE,,,,,,,
252.160.001.182.023,DISPENSA DE LICITAÇÃO,3/2/2023,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE INSUMOS E REAGENTES EM CARATER EMERGENCIAL,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,3/2/2023,AQUISIÇÃO DE INSUMOS E REAGENTES EM CARATER EMERGENCIAL,06.242.018/0001-86 - EXPANSAO COM.DE PROD.DE DIAGNOSTICOS LTDA,302.649,302649
