id,Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado,month,year,year_month,Siglas,ClasseObj,CagGasto
4614,09.000.000021.2023,SECRETARIA DE ESTADO DO GOVERNO,7/6/2023,CADEIRA PLÁSTICA (POLIPROPILENO) ,44.820.086/0001-74 - MAVYG COMERCIO DE MOVEIS LTDA,"6.195,60",6195.6,Jun,2023,2023-06,SEG,Compra de material permanente,Abaixo de 50 mil
4615,38.000.000098.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,7/6/2023,REFORMA DA DELEGACIA DE POLÍCIA DE SOLEDADE,44.068.569/0001-64 - WL CONSTRUÇÕES E REFORMAS EPP,"89.995,82",89995.82,Jun,2023,2023-06,POLICIA CIVIL,Obras e serviços de engenharia,Entre 50mil e 100mil
4616,38.000.000113.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,7/6/2023,CONTRATAÇÃO DE EMPRESA PARA REALIZAR O REPARO DE TRATAMENTO DE ESGOTO,44.068.569/0001-64 - WENDEL BEZERRA LIRA,"45.000,00",45000,Jun,2023,2023-06,POLICIA CIVIL,Obras e serviços de engenharia,Abaixo de 50 mil
3490,07.000.000349.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",3/8/2022,AQUISIÇÃO DE PADRÕES ESPORTIVOS,35.418.581/0001-60 - RAIOS DE SOL CONFECCOES INDUSTRIAIS LTDA,"27.840,00",27840,Aug,2022,2022-08,SEJEL,Alimentação Hospitalar,Abaixo de 50 mil
4618,25.000.002601.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023," MEDICAMENTO (TIOTRÓPIO + OLODATEROL 2,5 + 2,5 MCG) ",04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.496.528,64",1496528.64,Jun,2023,2023-06,SES,Compra de Medicamentos,Acima de 150mil
4619,25.000.005482.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4620,25.000.005513.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4621,25.000.005663.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4622,25.000.006979.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4623,25.000.007179.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4624,25.000.007222.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4625,25.000.007489.2023,SECRETARIA DE ESTADO DA SAÚDE,12/6/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4626,25.240.000258.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,12/6/2023,"CONTRATAÇÃO DE EMPRESA PARA FABRICAÇÃO E INSTALAÇÃO DE CORTINAS DIVISÓRIA DE LEITO HOSPITALAR, EM VINIL ( PVC)",10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"48.000,00",48000,Jun,2023,2023-06,SES,Obras e serviços de engenharia,Abaixo de 50 mil
4627,25.000.000966.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRSEA PARA PRESTAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"369.720,00",369720,Jun,2023,2023-06,SES,Serviços Gráficos e de Impressão,Acima de 150mil
4628,25.000.005929.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4629,25.000.005991.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS PARA CUMPRIR DEMANDA JUDICIAL,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4630,25.000.006135.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4631,25.000.006401.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS PARA CUMPRIR DEMANDA JUDICIAL,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4632,25.000.007097.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4633,25.000.007168.2023,SECRETARIA DE ESTADO DA SAÚDE,13/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4634,25.205.012606.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,13/06/2023,AQUISIÇÃO DE MEDICAMENTOS INJETÁVEIS,08.778.201/0001-26 - DROGAFONTE LTDA,"1.299.517,50",1299517.5,Jun,2023,2023-06,SES,Compra de Medicamentos,Acima de 150mil
4635,25.250.000442.2023,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,13/06/2023,CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA  EM MANUTENÇÃO  PREVENTIVA E CORRETIVA EM POÇO ARTESIANO,Razão Social não encontrada,"14.400,00",14400,Jun,2023,2023-06,IPEP,Contratação de serviços em geral,Abaixo de 50 mil
4636,31.201.003590.2023,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,13/06/2023,SERVIÇO DE CONFECÇÃO DO LIVRO TRILHAS VEREDAS E CAMINHOS,08.540.403/0001-35 - GRAFICA J B LTDA,"57.102,50",57102.5,Jun,2023,2023-06,SEIE,Serviços Gráficos e de Impressão,Entre 50mil e 100mil
4637,21.000.000171.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,14/06/2023,AQUISIÇÃO DE PASSAGEM AÉREA PARA BELO HORIZONTE/MG,11.902.871/0001-17 - APOIOTUR VIAGENS E TURISMO LTDA,"5.182,62",5182.62,Jun,2023,2023-06,SETDE,Outros,Abaixo de 50 mil
4638,25.000.004166.2023,SECRETARIA DE ESTADO DA SAÚDE,14/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4639,25.000.004677.2023,SECRETARIA DE ESTADO DA SAÚDE,14/06/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4640,25.000.005245.2023,SECRETARIA DE ESTADO DA SAÚDE,14/06/2023, SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4641,25.205.012607.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,14/06/2023,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,12.882.932/0002-75 - EXOMED,"594.342,22",594342.22,Jun,2023,2023-06,SES,Material e Equipamentos Hospitalares,Acima de 150mil
4642,21.000.000178.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,15/06/2023,IMPRESSÃO DO LIVRO FEIRA DE CAMPINA GRANDE - AUTOR: FRANCISCO PEREIRA DA SILVA JÚNIOR.,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"27.900,00",27900,Jun,2023,2023-06,SETDE,Serviços Gráficos e de Impressão,Abaixo de 50 mil
4643,25.000.006480.2023,SECRETARIA DE ESTADO DA SAÚDE,15/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4644,22.000.022395.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,16/06/2023,AQUISIÇÃO DE MATERIAL PERMANENTE (VENTILADORES),44.820.086/0001-74 - MAVYG COMERCIO DE MOVEIS LTDA,"13.400,00",13400,Jun,2023,2023-06,SEE,Compra de material permanente,Abaixo de 50 mil
4645,25.000.006466.2023,SECRETARIA DE ESTADO DA SAÚDE,16/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"10.800,00",10800,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4646,25.240.000259.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,16/06/2023,AQUISIÇÃO DE GESSO E MATERIAIS CORRELATOS,22.681.986/0001-45 - ALMIR LUIZ DE LIMA - ALMIR GESSO,"38.292,60",38292.6,Jun,2023,2023-06,SES,Materiais de Expediente,Abaixo de 50 mil
4647,27.201.000878.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",16/06/2023,PLACAS DE MDF,10.948.040/0001-13 - G5 COMERCIO DE MADEIRAS LTDA,"1.728,00",1728,Jun,2023,2023-06,SEDH,Compra de material permanente,Abaixo de 50 mil
4648,32.901.900045.2023,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,16/06/2023,SERVIÇOS TÉCNICOS ,05.104.777/0001-10 - MM PROJETOS E CONSULTORIA LTDA,"33.000,00",33000,Jun,2023,2023-06,SEDAP,Contratação de serviços em geral,Abaixo de 50 mil
4649,33.000.000191.2023,SECRETARIA DE ESTADO DA CULTURA,16/06/2023,AQUISIÇÃO DE EQUIPAMENTO PERMANENTE DE INFORMÁTICA (SCANNERS),01.464.579/0001-06 - SCANSYSTEM LTDA,"12.700,00",12700,Jun,2023,2023-06,SEC,Compra de material permanente,Abaixo de 50 mil
4650,25.000.002618.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,MEDICAMENTO (PIRIDOSTIGMINA 60 MG),07.484.373/0001-24 - UNI HOSPITALAR LTDA,"24.145,20",24145.2,Jun,2023,2023-06,SES,Compra de Medicamentos,Abaixo de 50 mil
4651,25.000.005834.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4652,25.000.006829.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4653,25.000.007046.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4654,25.000.007298.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"7.200,00",7200,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4655,25.000.007878.2023,SECRETARIA DE ESTADO DA SAÚDE,19/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"10.800,00",10800,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4656,25.240.000263.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,19/06/2023,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE DE TUBULAÇÃO DE GASES,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"157.567,60",157567.6,Jun,2023,2023-06,SES,Conserto e Manutenção de equipamentos,Acima de 150mil
4657,23.901.000070.2023,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,20/06/2023,AQUISIÇÃO DE ESPADAS,07.712.234/0001-00 - SABRESUL INDÚSTRIA METALURGICA LTDA,"50.490,00",50490,Jun,2023,2023-06,CBMPB,Outros,Entre 50mil e 100mil
4658,25.000.002193.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4659,25.000.004392.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4660,25.000.006698.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4661,25.000.007016.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4662,25.000.007221.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4663,25.000.007875.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4664,25.000.007880.2023,SECRETARIA DE ESTADO DA SAÚDE,20/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00",5400,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4665,25.240.000264.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,20/06/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EMISSÃO DE LAUDO DE ATERRAMENTO DA SALA DE RAIO-X,43.466.293/0001-00 - NUNES GOUVEIA ENGENHARIA LTDA,"25.000,00",25000,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4666,07.901.000394.2023,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,21/06/2023, FORNECIMENTO DE ALIMENTAÇÃO ( TIPO REFEIÇÃO) PARA II ETAPA ESTADUAL DOS JOGOS ESCOLARES E PARAESCOLARES.,45.711.812/0001-83 - DISTRIBUIDORA DE ALIMENTOS SÃO SEBASTIÃO,"26.752,00",26752,Jun,2023,2023-06,SEJEL,Alimentação para Eventos,Abaixo de 50 mil
4667,09.103.000018.2023,CASA MILITAR,21/06/2023,AQUISIÇÃO DE ORGANIZADOR DE FILA,10.322.423/0001-81 - PUBLIC SYSTEM INDÚSTRIA E COMÉRCIO DE ORIENTADORES DE PÚBLICO LTDA,"11.880,00",11880,Jun,2023,2023-06,CASA MILITAR,Materiais de Expediente,Abaixo de 50 mil
4668,19.000.003058.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,21/06/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA CONFECÇÃO DE MATERIAL GRÁFICO,17.342.397/0001-00 - IVON PAULO COELHO COSTA CRUZ,"29.678,00",29678,Jun,2023,2023-06,SEAD,Serviços Gráficos e de Impressão,Abaixo de 50 mil
4669,21.901.000232.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,21/06/2023,AQUISIÇÃO DE URNA EM ACRÍLICO,41.122.714/0001-50 - IVANILDO MOREIRA PALITO-ME,"3.150,00",3150,Jun,2023,2023-06,SETDE,Compra de material permanente,Abaixo de 50 mil
4670,25.000.006350.2023,SECRETARIA DE ESTADO DA SAÚDE,21/06/2023,MEDICAMENTOS (TEMOZOLOMIDA 20MG E DE 100MG),07.484.373/0001-24 - UNI HOSPITALAR LTDA,"60.780,00",60780,Jun,2023,2023-06,SES,Compra de Medicamentos,Entre 50mil e 100mil
4671,25.000.007396.2023,SECRETARIA DE ESTADO DA SAÚDE,21/06/2023,APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO - HBOL,"5.400,00",5400,Jun,2023,2023-06,SES,Exame Hospitalar,Abaixo de 50 mil
4672,25.205.012608.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,21/06/2023,LOCAÇÃO DE MAQUINAS E EQUIPAMENTO TORRE DE VIDEO,55.126.981/0001-00 - GFE DO BRASIL LIMITADA,"165.000,00",165000,Jun,2023,2023-06,SES,Locação de Imóvel,Acima de 150mil
4673,25.205.012610.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,21/06/2023,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,03.160.525/0001-82 - NORT FRUT EIRELI,"199.219,08",199219.08,Jun,2023,2023-06,SES,Alimentação Hospitalar,Acima de 150mil
4674,25.250.000457.2023,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,21/06/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ÁGUA MINERAL ,08.584.137/0001-42 - SL DISTRIBUIDORA ATACADISTA DE BEBIDAS E ALIMENTOS LTDA,"12.000,00",12000,Jun,2023,2023-06,IPEP,Compra de material permanente,Abaixo de 50 mil
4675,27.000.001944.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,21/06/2023,AQUISIÇÃO DE BLOCOS ECOLÓGICOS PERSONALIZADOS COM CANETAS PARA ATENDER DEMANDA DO SINE/PB.,Razão Social não encontrada,"4.182,50",4182.5,Jun,2023,2023-06,SEDH,Materiais de Expediente,Abaixo de 50 mil
4676,28.000.001360.2023,PROJETO COOPERAR,21/06/2023,SERVIÇO DE CONFECÇÃO DE 600 CAMISAS TIPO POLO PADRONIZADAS,18.607.728/0001-41 - ALDYR MONTEIRO GUEDES 25080474491,"20.280,00",20280,Jun,2023,2023-06,PROJETO COOPERAR,Serviços Gráficos e de Impressão,Abaixo de 50 mil
4677,21.205.000160.2023,SETDE/JUNTA COMERCIAL DO ESTADO DA PARAIBA,22/06/2023,CONTRATAÇÃO DE EMPRESA DE LOCAÇÃO DE DESKTOP,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"48.440,00",48440,Jun,2023,2023-06,SETDE,Serviços de TI,Abaixo de 50 mil
4678,25.205.012611.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/06/2023,AQUISIÇÃO DE CARNES E ASSEMELHADOS,26.290.355/0001-56 - LM DISTRIBUIDORA EIRELI,"417.682,40",417682.4,Jun,2023,2023-06,SES,Alimentação Hospitalar,Acima de 150mil
4679,25.901.000035.2023,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,22/06/2023,SERVIÇO PESSOA JURÍDICA-LOCAÇÃO DE TENDA E OUTROS,"04.829.970/0001-55 - ARAUJO PRODUCOES,LOCACOES E EVENTOS LTDA","57.000,00",57000,Jun,2023,2023-06,SES,Contratação de serviços em geral,Entre 50mil e 100mil
4680,19.901.000362.2023,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,26/06/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SUPRESSÃO DE RAÍZES,22.698.394/0001-36 - ALVO TERCEIRIZAÇÃO EM SERVIÇOS ESPECIALIZADOS EIRELI EPP,"21.353,54",21353.54,Jun,2023,2023-06,SEAD,Obras e serviços de engenharia,Abaixo de 50 mil
4681,25.000.007873.2023,SECRETARIA DE ESTADO DA SAÚDE,26/06/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMERICO-HBOL,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4682,25.000.008624.2023,SECRETARIA DE ESTADO DA SAÚDE,26/06/2023,MEDICAMENTOS DIVERSOS,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"4.150.197,02",4150197.02,Jun,2023,2023-06,SES,Compra de Medicamentos,Acima de 150mil
4683,25.000.010613.2023,SECRETARIA DE ESTADO DA SAÚDE,26/06/2023,CONTRATAÇÃO DE EMPRESA PARA AGENCIAMENTO DE VIAGENS,18.470.127/0001-30 - JACOB TURISMO LTDA - ME.,"32.000,00",32000,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4684,25.000.010615.2023,SECRETARIA DE ESTADO DA SAÚDE,26/06/2023,"CONTRATAÇÃO DE EMPRESA PARA AGENCIAMENTO DE VIAGEM COM EMISSÃO DE PASSAGENS AÉREAS, EM RAZÃO DO VALOR",18.470.127/0001-30 - JACOB TURISMO LTDA - ME.,"52.000,00",52000,Jun,2023,2023-06,SES,Contratação de serviços em geral,Entre 50mil e 100mil
4685,25.000.010616.2023,SECRETARIA DE ESTADO DA SAÚDE,26/06/2023,CONTRATAÇÃO DE EMPRESA PARA AGENCIAMENTO DE VIAGENS COM EMISSÃO DE 13 (TREZE) PASSAGENS AÉREA,18.470.127/0001-30 - JACOB TURISMO LTDA - ME.,"52.000,00",52000,Jun,2023,2023-06,SES,Contratação de serviços em geral,Entre 50mil e 100mil
4686,25.205.012612.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,26/06/2023,AQUISIÇÃO DE GENEROS ALIMENTICIOS SECOS,21.778.760/0001-02 - JF CARNES E FRIOS COMERCIO EIRELI,"274.105,70",274105.7,Jun,2023,2023-06,SES,Alimentação Hospitalar,Acima de 150mil
4687,25.206.000334.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2023,AQUISIÇÃO DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"491.208,40",491208.4,Jun,2023,2023-06,SES,Material e Equipamentos Hospitalares,Acima de 150mil
4688,25.206.000335.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2023,AQUISIÇÃO DE REAGENTES E MATERIAL DE LABORATÓRIO (EQUIP. EM COMODATO),11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,"180.700,46",180700.46,Jun,2023,2023-06,SES,Material e Equipamentos Hospitalares,Acima de 150mil
4689,23.901.000072.2023,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,27/06/2023,CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ESCADA ,07.832.658/0001-09 - ENGESCORE ESTRUTURAS TUBULARES LTDA,"28.865,00",28865,Jun,2023,2023-06,CBMPB,Contratação de serviços em geral,Abaixo de 50 mil
4690,25.000.006982.2023,SECRETARIA DE ESTADO DA SAÚDE,27/06/2023, SERVIÇOS MÉDICOS,06.101.061/0002-02 - FUNDAÇÃO PEDRO AMÉRICO,"2.700,00",2700,Jun,2023,2023-06,SES,Contratação de serviços em geral,Abaixo de 50 mil
4691,25.000.009167.2023,SECRETARIA DE ESTADO DA SAÚDE,27/06/2023,MEDICAMENTO (ESILATO DE NINTEDANIBE 150 MG),07.484.373/0001-24 - UNI HOSPITALAR LTDA,"80.758,80",80758.8,Jun,2023,2023-06,SES,Compra de Medicamentos,Entre 50mil e 100mil
